Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,total 06 bidders accepted,Lambodar Naik,19-Feb-2025 05:06 PM,,BOQ Comparative Chart,15-Sep-2025,"INR 525,732.23",60.0,Saraseebala Behera,15-Sep-2025 11:01 AM,w13.pdf (719.00 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110315_13,SE/BDK-II/TCN-12/2024-25,Construction of Compound wall and approach road at SC Naikanidihi for the year 2024-25,1.0,2812988.0,AMARENDRA MOHANTY,INR,"525,732.23",1,2812988,AMARENDRA MOHANTY,12-Feb-2025 03:54 PM,Accepted-AOC,Selected through transparent lottery system,15-Sep-2025 11:01 AM,Executive Engineer,Internal,,Saraseebala Behera,15-Sep-2025 10:46 AM,techsummary_529168.pdf (651.87 KB),Executive Engineer,Internal,,Saraseebala Behera,15-Sep-2025 10:58 AM,finsummary_529168.pdf (815.11 KB),AOC,07-Feb-2025 02:20 PM,14-Feb-2025 11:00 AM,07-Feb-2025 02:20 PM,13-Feb-2025 05:00 PM,07-Feb-2025 02:20 PM ,12-Feb-2025 03:00 PM ,07-Feb-2025 02:20 PM,13-Feb-2025 05:00 PM,Construction of Compound wall and approach road at SC Naikanidihi for the year 2024-25,Construction of Compound wall and approach road at SC Naikanidihi for the year 2024-25,Please refer Tender documents. ,NA ,"6,18,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC",1.0,ICICI BANK,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRA","6,180",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110315_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,2815560,BIMALENDU MOULI BARIK,13-Feb-2025 02:05 PM,Rejected-AOC,rejected,15-Sep-2025 11:01 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2813652,JAYANTA NAYAK,12-Feb-2025 05:26 PM,Rejected-AOC,rejected,15-Sep-2025 11:01 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2808318,KAPIL JENA,11-Feb-2025 04:40 PM,Rejected-AOC,rejected,15-Sep-2025 11:01 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2804343,PITAMBER NAYAK,11-Feb-2025 05:51 PM,Rejected-AOC,rejected,15-Sep-2025 11:01 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2810851,RANJITA DASH,11-Feb-2025 07:15 PM,Rejected-AOC,rejected,15-Sep-2025 11:01 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
