Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,SE RANDB 05/2025-26,2025_EICCL_114497_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, BID COST ,Affidavit and other documents as per DTCN",1.0,ICICI BANK,Superintending Engineer,"O/O the S.E, Jeypore R and B Division","Construction of Earth retaining wall with fly ash Brick for plinth protection including Ramp and steps of New Administrative Building of RRTTSS, Jeypore for the year 2025-26",Civil,Please refer Tender documents. ,NA ,"20,23,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Jeypore,764001.0,NA ,NA ,NA ,"O/O the S.E, Jeypore R and B Division",No ,No,20-Jun-2025 11:00 AM,01-Jul-2025 11:00 AM,20-Jun-2025 11:00 AM,30-Jun-2025 05:00 PM,NA ,NA ,20-Jun-2025 11:00 AM,30-Jun-2025 05:00 PM,"20,300",Yes,fixed,,Nil,Nil,AOC,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,2025_EICCL_114497_1,SE RANDB 05/2025-26,"Construction of Earth retaining wall with fly ash Brick for plinth protection including Ramp and steps of New Administrative Building of RRTTSS, Jeypore for the year 2025-26",SE,Internal,DAO and Estimator,Priyaranjan Behera,12-Sep-2025 01:25 PM,finsummary_543236.pdf (132.89 KB),Finance,Attached,Pankaj Kumar Routray,21-Jul-2025 05:24 PM,finance_543236.pdf,BOQ Comparative Chart,1.0,2984276.0,SANJAYA NAYAK,INR,"1,711,104",12-Sep-2025,"INR 1,711,104",90.0,Priyaranjan Behera,12-Sep-2025 02:02 PM,RRTTSS_E.pdf (133.00 KB),Attached,1,2983782,ANANDA MAHAPATRA,30-Jun-2025 03:22 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,SE,Internal,DAO AND ESTIMATOR,Priyaranjan Behera,12-Sep-2025 11:30 AM,techsummary_543236.pdf (132.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2980547,BIJAYA KUMAR SADANGI,26-Jun-2025 12:20 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2981408,BIJAY BAHUDA BEHERA,27-Jun-2025 01:34 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2980499,BRAJA KISHOR ROUT,26-Jun-2025 08:02 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2983551,DIBAKAR HARIJAN,30-Jun-2025 02:35 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2981452,D SEKHAR RAO,28-Jun-2025 12:49 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2984036,Gopinath sahu,30-Jun-2025 03:22 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2983036,GYAN SGAR PANDA,29-Jun-2025 08:18 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2981323,HEMANTA TRIPATHY,27-Jun-2025 12:57 PM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2983360,PUSHPANJALI MAHAPATRA,30-Jun-2025 11:03 AM,Rejected-AOC,Not Selected by Lottery,12-Sep-2025 02:02 PM,,,,,,,AOC
