Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,All the bids are downloaded successfully.,Sangram Keshari Mohanty,24-Jun-2025 03:39 PM,finance_541608.pdf,BOQ Comparative Chart,1,2965690,AMRUT CONSTRUCTION & ENGINEERING SERVICES,13-Jun-2025 03:21 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_113941_42,e-Procurement Notice No.- 01 of 2025-26,"NID-42- M/R to KBC From RD 64.40km. to 80.20km., Mahadevbasta minor Patasundarpur minor, Bauriakana Minor, Naiguan Minor I, II, Naiguan disty.",1.0,2951579.0,PRATIMA NAYAK,INR,"747,411",13-Sep-2025,"INR 747,411",120.0,Pritam Pothal,13-Sep-2025 05:58 PM,NID42.pdf (1152.00 KB),"L1 bid of Sri PRATIMA NAYAK selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.","Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Sangram Keshari Mohanty,24-Jul-2025 01:54 PM,techsummary_541608.pdf (24.92 KB),"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,26-Jul-2025 01:30 PM,finsummary_541608.pdf (3046.59 KB),AOC,1.0,ICICI BANK,"8,800",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 01 of 2025-26,2025_CELBB_113941_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Dist- Puri",1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits Undertakings and any other document as per SBD/DTCN,"NID-42- M/R to KBC From RD 64.40km. to 80.20km., Mahadevbasta minor Patasundarpur minor, Bauriakana Minor, Naiguan Minor I, II, Naiguan disty.","M/R to KBC From RD 64.40km. to 80.20km., Mahadevbasta minor Patasundarpur minor, Bauriakana Minor, Naiguan Minor I, II, Naiguan disty.",Please refer Tender Documents ,NA ,"8,79,203",Civil Works - Canal,Canal ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,02-Jun-2025 11:00 AM,16-Jun-2025 11:00 AM,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,02-Jun-2025 11:00 AM ,10-Jun-2025 05:30 PM ,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,AOC
,,,,,,2,2959106,ANIRUDHA PARIDA,10-Jun-2025 11:45 AM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2965034,BANABIBHARI NAYAK,13-Jun-2025 06:30 AM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2961644,BANSHI DHAR LENKA,11-Jun-2025 03:05 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2962051,BAPINA SAHOO,11-Jun-2025 05:41 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2962270,BATA KRUSHNA PATRA,11-Jun-2025 10:01 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2962181,HEMANTA KUMAR MOHANTY,13-Jun-2025 07:23 AM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2964871,HRUSIKESH SWAIN,12-Jun-2025 09:48 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2963474,ITISHREE RAUT,12-Jun-2025 11:21 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2964681,JHILLI MALLICK,12-Jun-2025 07:01 PM,Rejected-Finance,Not won in the transparent Lottery,26-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
