EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"5,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-19/2025-26,2025_CERWI_115556_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,21-Jul-2025 11:00 AM,31-Jul-2025 11:00 AM,21-Jul-2025 11:00 AM,30-Jul-2025 05:00 PM,NA ,NA ,21-Jul-2025 11:00 AM,30-Jul-2025 05:00 PM,"P.H. works to construction of (SI ,SD AND WS ) to Day Care Sub-Centre cum HWC building at Ramdaspur under Baranga Block of Cuttack district for the year 2023-24","P.H. works to construction of (SI ,SD AND WS ) to Day Care Sub-Centre cum HWC building at Ramdaspur under Baranga Block of Cuttack district for the year 2023-24",Please refer Tender documents. ,NA ,"5,54,416",Civil Works - Buildings,NA ,Tender,90.0,NA ,Ramdaspur,754006.0,NA ,NA ,NA ,"SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bo",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","EE RW (PH) ,BHUBENESWAR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",AOC,Executive Engineer,Internal,,Anil Kumar Das,19-Sep-2025 02:14 PM,finsummary_546020.pdf (63.98 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_115556_9,EERWPH-19/2025-26,"P.H. works to construction of (SI ,SD AND WS ) to Day Care Sub-Centre cum HWC building at Ramdaspur under Baranga Block of Cuttack district for the year 2023-24",1.0,3013386.0,BHARAT BHUSAN BEHERA,INR,"471,309",Finance,COMPARATIVE STATEMENT,Anil Kumar Das,02-Aug-2025 11:55 AM,finance_546020.pdf,BOQ Comparative Chart,1,3018202,ABAKASH KUMAR SAMAL,30-Jul-2025 03:14 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,19-Sep-2025,"INR 471,309",90.0,Anil Kumar Das,22-Sep-2025 12:41 PM,5548.pdf (318.00 KB),Executive Engineer,Internal,,Anil Kumar Das,14-Aug-2025 02:30 PM,techsummary_546020.pdf (584.26 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and No Relation Certificate.",,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3016651,AJIT KUMAR JENA,30-Jul-2025 11:27 AM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3015659,Alok Kumar Mohapatra,28-Jul-2025 06:07 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3013386,BHARAT BHUSAN BEHERA,27-Jul-2025 12:38 PM,Accepted-AOC,Qualified in Transparency lottery,22-Sep-2025 12:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3017253,CHITTARANJAN ROUT,29-Jul-2025 10:13 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3018357,DEBASHIS BEHERA (S.C),30-Jul-2025 04:20 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3017801,DIPAK KUMAR ACHARYA,30-Jul-2025 12:47 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3015657,MADAN MOHAN BHUYAN,28-Jul-2025 06:08 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3013084,MURALIDHAR NAYAK,26-Jul-2025 10:13 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3017212,NIRUPAMA BEHERA,29-Jul-2025 09:39 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3017124,PRAKASH CHANDRA SAHOO,30-Jul-2025 11:55 AM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3018425,ROSALINI DALAI,30-Jul-2025 04:36 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 02:14 PM,,,,,,,,,,,,,AOC
