Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,END refund,Manas Biswal,10-Sep-2025 11:24 AM,finance_544213.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:43 AM,techsummary_544213.pdf (1186.48 KB),1,2989062,ECO ELECTRIC POWER SOLUTIONS,05-Jul-2025 12:31 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,Rourkela Municipal Corporation,2025_RMC_114799_2,MC/RMC/27/2025,"Repair and Replacement of Pathway lights from Hanuman Vatika Chowk to Chhend Chowk Both Side, Rourkela.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:56 AM,finsummary_544213.pdf (1186.48 KB),10-Sep-2025,"INR 1,939,842.85",90.0,Manas Biswal,10-Sep-2025 12:04 PM,BID27.pdf (1186.00 KB),Awarded to Hindustan Electric Company,1.0,2991130.0,Hindusthan Electric Company,INR,"1,939,842.85",AOC,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Repair and Replacement of Pathway lights from Hanuman Vatika Chowk to Chhend Chowk Both Side, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"22,82,000",Electrical Works,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"22,820",Yes,fixed,,Nil,Nil,24-Jun-2025 06:00 PM,09-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,Rourkela Municipal Corporation,MC/RMC/27/2025,2025_RMC_114799_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,2991130,Hindusthan Electric Company,06-Jul-2025 11:06 AM,Accepted-AOC,By The Tender Committee,10-Sep-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2988809,JBS ENTERPRISES,04-Jul-2025 03:06 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2990482,JUPITER ENGINEERS,05-Jul-2025 04:10 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2991721,KALINGA ELECTRICAL WORKS,07-Jul-2025 01:12 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2992972,MARUTI CONSTRUCTIONS,08-Jul-2025 12:02 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2992704,M/S AJAY KUMAR DAS,07-Jul-2025 09:09 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2990337,M/s. EASTERN ENGINEERING,05-Jul-2025 03:14 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2985424,M/S GANGA ELECTRIC,01-Jul-2025 04:23 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2993266,MS SHREEMAA ELECTRICAL CONSTRUCTION,08-Jul-2025 02:52 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2992694,M/S SRIKALI ENTERPRISES,08-Jul-2025 01:10 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2984795,M/s.TULSHI ENTERPRISES,02-Jul-2025 07:41 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,2990696,PRABAHA ENTERPRISES,05-Jul-2025 09:34 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,14,2991850,RAKESH PATTANAYAK,07-Jul-2025 11:56 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,15,2984816,R.S. ENTERPRISE,02-Jul-2025 10:37 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,16,2991157,SARADA TECHNO SERVICES,06-Jul-2025 11:28 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,17,2993224,SK ALLI BUX,08-Jul-2025 02:13 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,18,2986953,SRD ENERGY TREE PVT LTD,03-Jul-2025 10:00 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
