Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,07 (Seven) bids has been received subjected to evaluation by committee,MINAKETAN DAS,20-Feb-2025 11:17 AM,,A K PAL,Internal,A PRADHAN S R PATTNAIK P K BISWAL N C BEHERA,Sidharth Pattnaik,17-Jul-2025 12:20 PM,finsummary_528461.pdf (556.65 KB),Orissa Mining Corporation,2025_OMC_110159_2,NIT No.01/OMC/CIVIL/2025,"Construction of boundary wall (phase-1), Entry gate with security shed and landscape development of new building infra areas at Khandadhar Township of Kurmitar iron ore mines in the district of Sundargarh.",1.0,2823767.0,ETWA BECK,INR,"50,698,070.56",01-Sep-2025,"INR 50,698,070.56",335.0,Sidharth Pattnaik,03-Sep-2025 03:40 PM,2025_OMC_110159_2.pdf (1066.00 KB),"Construction of boundary wall (phase-1), Entry gate with security shed and landscape development of new building infra areas at Khandadhar Township of Kurmitar iron ore mines in the district of Sundar",Finance,Financial bid of 04 (Four) qualified bidders had been open out of 07 (Seven) bids.,MINAKETAN DAS,14-May-2025 12:24 PM,,BOQ Comparative Chart,1,2823935,BHUBANESWARI CONSTRUCTION,18-Feb-2025 04:08 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:20 PM,A K PAL,Internal,A PRADHAN S R PATTNAIK P K BISWAL N C BEHERA,Satyajit Jena,13-May-2025 11:13 AM,14-May-2025 11:30 AM,techsummary_528461.pdf (1173.01 KB),AOC,"5,96,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Orissa Mining Corporation,NIT No.01/OMC/CIVIL/2025,2025_OMC_110159_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Feb-2025 06:00 PM,19-Feb-2025 11:00 AM,04-Feb-2025 06:00 PM,18-Feb-2025 05:00 PM,NA ,NA ,04-Feb-2025 06:00 PM,18-Feb-2025 05:00 PM,14-May-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requ","Construction of boundary wall (phase-1), Entry gate with security shed and landscape development of new building infra areas at Khandadhar Township of Kurmitar iron ore mines in the district of Sundargarh.","Construction of boundary wall (phase-1), Entry gate with security shed and landscape development of new building infra areas at Khandadhar Township of Kurmitar iron ore mines in the district of Sundargarh.","RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements.  ",NA ,"5,96,38,000",Civil Works - Others,NA ,Tender,180.0,335.0,KHANDADHAR,770041.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"GM(C), OMC Ltd.","Office of the GM(C), OMC Ltd., Bhubaneswar","11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2823767,ETWA BECK,18-Feb-2025 10:35 AM,Accepted-AOC,L1,03-Sep-2025 03:40 PM,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2823984,KANAK INFRASTRUCTURE,18-Feb-2025 12:16 PM,Rejected-Technical,Disqualified due to non achivement of required annual turnover as per clause 2.3 iii A,13-May-2025 11:13 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2823939,MS CHANDRA MOHAN OJHA,18-Feb-2025 01:35 PM,Rejected-Technical,Disqualified due to lack of Work experience and non submiossion of exemption certificate for EMD as per clause 2.5 ii and 2.3iii A,13-May-2025 11:13 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2804675,M/S GREEN GROW,13-Feb-2025 07:55 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:20 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2822823,SURYA KANTA NAYAK,17-Feb-2025 04:31 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:20 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2824455,YOGESH SHARMA,18-Feb-2025 03:57 PM,Rejected-Technical,Disqualified due to lack of Work experience as per clause 2.3iii B,13-May-2025 11:13 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
