Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Dist- Puri",1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 01 of 2025-26,2025_CELBB_113941_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Jun-2025 11:00 AM,16-Jun-2025 11:00 AM,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,02-Jun-2025 11:00 AM ,10-Jun-2025 05:30 PM ,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,"4,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits Undertakings and any other document as per SBD/DTCN,"2,000",0.0,Nil,Nil,No,"NID-58- Improvement to Dahijanga Distributary from RD. 10.106Km. to 14.500Km, Chanrapada Minor R.D. 0.00Km. to 2.500Km., and Dihabari Minor RD. 0.00Km. to 2.800Km.","Improvement to Dahijanga Distributary from RD. 10.106Km. to 14.500Km, Chanrapada Minor R.D. 0.00Km. to 2.500Km., and Dihabari Minor RD. 0.00Km. to 2.800Km.",Please refer Tender Documents ,NA ,"4,00,807",Civil Works - Canal,Canal ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,AOC,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,27-Jul-2025 01:36 PM,finsummary_541711.pdf (3046.59 KB),"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,27-Jul-2025 01:29 PM,techsummary_541711.pdf (24.14 KB),1.0,2964961.0,DD Enterprisers,INR,"340,726","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_113941_58,e-Procurement Notice No.- 01 of 2025-26,"NID-58- Improvement to Dahijanga Distributary from RD. 10.106Km. to 14.500Km, Chanrapada Minor R.D. 0.00Km. to 2.500Km., and Dihabari Minor RD. 0.00Km. to 2.800Km.",1,2965725,ASHOK KUMAR SENAPATY,13-Jun-2025 03:30 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,13-Sep-2025,"INR 340,726",120.0,Pritam Pothal,13-Sep-2025 07:43 PM,NID58.pdf (1037.00 KB),"L1 bid of Sri DD ENTERPRISERS selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",Finance,All the bids are downloaded successfully.,Sangram Keshari Mohanty,25-Jun-2025 01:43 PM,finance_541711.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2965056,BANABIBHARI NAYAK,13-Jun-2025 07:22 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2965912,BAPINA SAHOO,13-Jun-2025 05:03 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2960513,BISWANATH TRIPATHY,11-Jun-2025 10:20 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2964961,DD Enterprisers,13-Jun-2025 01:04 PM,Accepted-AOC,"L1 bid of Sri DD Enterprisers selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",13-Sep-2025 07:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2959784,DEBASIS HARICHANDAN,11-Jun-2025 10:57 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2959608,GANESH CHANDRA PARIDA,10-Jun-2025 02:07 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2961923,HEMANTA KUMAR MOHANTY,13-Jun-2025 06:21 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2956476,HRUDANANDA MISHRA,09-Jun-2025 10:01 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2965313,JAY MAHADEV CONSTRUCTION,13-Jun-2025 01:52 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 01:36 PM,,,,,,,,,,,,,,AOC
