Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,attached,Kailash Chandra Jena,10-Jun-2025 11:30 AM,finance_535931.pdf,BOQ Comparative Chart,20-Jun-2025,"INR 502,985.848",60.0,Kailash Chandra Jena,02-Sep-2025 08:16 PM,11aoc.pdf (711.00 KB),1,2894665,MINAKSHI LENKA,25-Apr-2025 01:38 PM,Rejected-AOC,highest bidder,02-Sep-2025 08:18 PM,Municipal Bodies||Polasara NAC,2025_ORULB_112336_11,NAC/PLS-01/2025-26,Const. of road from Mali Sahi to end of DeraSahi in ward no.12,1.0,2894524.0,Santosh Kumar Sethi,INR,"593,582",CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,10-Jun-2025 11:32 AM,techsummary_535931.pdf (2110.11 KB),CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,10-Jun-2025 11:36 AM,finsummary_535931.pdf (2110.11 KB),AOC,11-Apr-2025 11:00 AM,30-Apr-2025 11:00 AM,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,NA ,NA ,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,"5,030",Yes,fixed,,Nil,Nil,Municipal Bodies||Polasara NAC,NAC/PLS-01/2025-26,2025_ORULB_112336_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const. of road from Mali Sahi to end of DeraSahi in ward no.12,Const. of road from Mali Sahi to end of DeraSahi in ward no.12,Please refer Tender documents. ,NA ,"5,03,036",Civil Works - Others,NA ,Tender,90.0,60.0,NAC AREA POLASARA,761105.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE OFFICER NAC POLASARA,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN AND OTHERS DOCUMENTS,Executive officer NAC Polasara,NOTIFIED AREA COUNCIL POLASARA MAIN ROAD NEAR BUS STAND POLASARA,1,ICICI BANK,"4,720",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,2894524,Santosh Kumar Sethi,25-Apr-2025 01:05 PM,Accepted-AOC,lowest bidder,02-Sep-2025 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2,ICICI NEFT/RTGS,,,,,,AOC
