Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
07-Feb-2025 02:00 PM,14-Feb-2025 11:00 AM,07-Feb-2025 02:00 PM,13-Feb-2025 05:00 PM,07-Feb-2025 02:00 PM ,12-Feb-2025 03:00 PM ,07-Feb-2025 02:00 PM,13-Feb-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110315_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRA","6,000",0.0,Nil,Nil,No,"Construction of compound wall , Approach road , Gate and cow catcher PHC(N) KSS Narayanpur for the year 2024-25.","Construction of compound wall , Approach road , Gate and cow catcher PHC(N) KSS Narayanpur for the year 2024-25.",Please refer Tender documents. ,NA ,"12,59,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,"12,590",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC",AOC,1,2814873,ABINASH BEHERA,13-Feb-2025 01:56 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,09-Sep-2025,"INR 1,070,325",60.0,Lambodar Naik,09-Sep-2025 05:53 PM,wo.pdf (582.00 KB),Executive Engineer,Internal,,Lambodar Naik,09-Sep-2025 05:47 PM,techsummary_529114.pdf (280.40 KB),Executive Engineer,Internal,,Lambodar Naik,09-Sep-2025 05:49 PM,finsummary_529114.pdf (417.38 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110315_3,SE/BDK-II/TCN-12/2024-25,"Construction of compound wall , Approach road , Gate and cow catcher PHC(N) KSS Narayanpur for the year 2024-25.",1.0,2813573.0,BASANTA KUMAR MAHARANA,INR,"1,070,325",Finance,total 12 bidders accepted,Lambodar Naik,17-Feb-2025 05:41 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,OTHER DOCUMENTS AS PER DTCN,AOC,2,2809737,Amaresh Kumar Biswal,11-Feb-2025 12:37 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,3,2811781,Asoka Kumar Rout,12-Feb-2025 12:25 AM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2802844,BAIDHAR BHARATI,07-Feb-2025 07:31 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2813573,BASANTA KUMAR MAHARANA,12-Feb-2025 03:56 PM,Accepted-AOC,selected through transparent lottery system,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2815499,BIKASH CHANDRA TRIPATHY,13-Feb-2025 02:48 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2815030,BISWAJIT MOHANTY,13-Feb-2025 11:57 AM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2813853,Chitaranjan Nayak,12-Feb-2025 05:20 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2810282,Kailash Chandra Biswal,11-Feb-2025 04:26 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2816187,PRASANTA KUMAR ROUT,13-Feb-2025 04:02 PM,Rejected-AOC,rejected,09-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
