Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,8 BIDS OPENED SUCCESSFULLY,Lipsa Parida,04-Jan-2025 04:04 PM,finance_521347.pdf,BOQ Comparative Chart,1.0,2724901.0,MANAS KUMAR MANIA,INR,"1,193,887",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108575_1,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,Improvement of open space in front of Gajapati Nagar Unnayan Parisad Community center and Construction of Compound wall at Samanta Vihar Park in Ward No.-12,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Sep-2025 01:06 PM,finsummary_521347.pdf (2663.58 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Sep-2025 12:54 PM,techsummary_521347.pdf (2370.92 KB),10-Sep-2025,"INR 1,193,887",60.0,Lipsa Parida,10-Sep-2025 01:10 PM,Wo_50_1.pdf (481.00 KB),1,2726508,BIJAYA KUMAR SETHI,03-Jan-2025 05:07 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,24-Dec-2024 03:30 PM,04-Jan-2025 03:30 PM,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,24-Dec-2024 03:30 PM ,30-Dec-2024 11:00 AM ,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,"12,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement of open space in front of Gajapati Nagar Unnayan Parisad Community center and Construction of Compound wall at Samanta Vihar Park in Ward No.-12,Improvement of open space in front of Gajapati Nagar Unnayan Parisad Community center and Construction of Compound wall at Samanta Vihar Park in Ward No.-12,Please refer Tender documents. ,NA ,"11,90,176",Civil Works - Others,NA ,Tender,120.0,60.0,BMC Area,751022.0,Office chamber of EE(Central Tender Cell) ,"UG Floor,Office chamber of EE(Central Tender Cell),BMC,ICOMC Tower ",30-Dec-2024 05:00 PM ,"Central Tender Cell,BMC",No ,No,"Executive Engineer, Central Tender Cell,BMC","Central Tender Cell,ICOMC Tower,BMC",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,2024_ORULB_108575_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copy of all documents,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2725618,BISWANATH SETHI,03-Jan-2025 02:05 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2717807,JAYAPRAKASH MOHANTY,03-Jan-2025 10:34 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2724901,MANAS KUMAR MANIA,03-Jan-2025 11:39 AM,Accepted-AOC,L1 bidder,10-Sep-2025 01:11 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2728173,MANORANJAN BARAL,04-Jan-2025 12:54 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2728530,PRASANT KUMAR SETHI,04-Jan-2025 02:03 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2728633,SUDARSHAN CONSTRUCTION,04-Jan-2025 02:19 PM,Rejected-Technical,Rejected,09-Sep-2025 12:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2728577,SWARNAMAYEE CONSTRUCTION,04-Jan-2025 02:19 PM,Rejected-Finance,Rejected,09-Sep-2025 01:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
