EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"18,000",Yes,fixed,,Nil,Nil,"SE MI DIVIN GM-I,BAM","SE MI DIVIN GM-I,BAM near Engineering School Road","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",Online Tender /01/ GMID-I/2025-26,2025_CEMIB_114321_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Jun-2025 10:00 AM,19-Jun-2025 11:00 AM,12-Jun-2025 10:00 AM,18-Jun-2025 05:00 PM,12-Jun-2025 10:00 AM ,17-Jun-2025 05:00 PM ,12-Jun-2025 10:00 AM,18-Jun-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN,AFFIDAVIT, NO RELATION, SCHEDULE-E, CDMS COPY OF REGISTRATION CERTIFICATE",Imp to Puriasahi MIP,Imp to Puriasahi MIP main canal from RD 00M to 24345M in Patrapur Block under MR grant,Please refer Tender documents. ,NA ,"17,75,000",Civil Works - Others,NA ,Tender,90.0,120.0,Patrapur,761012.0,NA ,NA ,NA ,"SE MI DIVIN GM-I,BAM",No ,No,1.0,ICICI BANK,AOC,1,2972223,ASISH KUMAR NAYAK,18-Jun-2025 03:04 PM,Accepted-AOC,WINNER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,06-Sep-2025,"INR 1,508,716.68",120.0,KUMUDA CHANDRA PRADHAN,06-Sep-2025 12:47 PM,work.PDF (772.00 KB),SE M.I DIVIN GM-I,Internal,,KUMUDA CHANDRA PRADHAN,06-Sep-2025 12:38 PM,techsummary_542846.pdf (220.85 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",2025_CEMIB_114321_3,Online Tender /01/ GMID-I/2025-26,Imp to Puriasahi MIP,SE M.I DIVIN GM-I,Internal,,KUMUDA CHANDRA PRADHAN,06-Sep-2025 12:43 PM,finsummary_542846.pdf (220.84 KB),Finance,11 nos. of bidders have participated and admitted for technical evaluation,KUMUDA CHANDRA PRADHAN,19-Jun-2025 11:57 AM,,BOQ Comparative Chart,1.0,2972223.0,ASISH KUMAR NAYAK,INR,"1,508,716.68",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2972139,BHARATI SAHU,18-Jun-2025 01:53 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2970948,HARI KRUSHNA GOUDA,17-Jun-2025 04:24 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2971178,KRUSHNA CHANDRA SETHI,17-Jun-2025 09:39 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2970552,PRAMOD KUMAR DASH,17-Jun-2025 01:02 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2971215,PRATAP CHANDRA SAHU,17-Jun-2025 07:30 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2972183,Sailendra Narayan Padhy,18-Jun-2025 02:23 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2966850,Sanjay Kumar Sahu,14-Jun-2025 06:37 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2971101,Simadri Sethi,17-Jun-2025 05:38 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2972224,SUNITA BEHERA,18-Jun-2025 03:32 PM,Rejected-AOC,LOSER IN TRANSPARENT LOTTERY,06-Sep-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
