Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"PH works(SI,SD AND WS) to Sub centre building at Badipali of Balangir block in Balangir Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Badipali of Balangir block in Balangir Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,005",Civil Works - Buildings,NA ,Tender,90.0,NA ,Badipali,767065.0,NA ,NA ,NA ,"O/O EE RW (PH) DIVISION ,BBSR",No ,No,"4,000",0.0,Nil,Nil,No,"7,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-15/2025-26,2025_CERWI_114506_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jun-2025 11:00 AM,04-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,"EE RW (PH) DIVISION,BBSR","SE RW (PH) DIVISION,BBSR BEHIND ESPLANDE MALL,RASULGARH,751010",1.0,ICICI BANK,AOC,Executive Engineer,Internal,,Anil Kumar Das,18-Jul-2025 01:27 PM,techsummary_543820.pdf (357.76 KB),Executive Engineer,Internal,,Anil Kumar Das,03-Sep-2025 02:03 PM,finsummary_543820.pdf (62.92 KB),Finance,COMPARATIVE STATEMENT,Anil Kumar Das,07-Jul-2025 12:07 PM,finance_543820.pdf,BOQ Comparative Chart,03-Sep-2025,"INR 599,324",90.0,Anil Kumar Das,04-Sep-2025 03:17 PM,5019.pdf (311.00 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_114506_30,EERWPH-15/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Badipali of Balangir block in Balangir Dist in the F.Y.-2023-24",1.0,2985391.0,KISHOR CHANDRA RAULA,INR,"599,324",1,2985108,ANIL KHANDAI,01-Jul-2025 12:46 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2982568,DHIRAJ KUMAR AGRAWAL,29-Jun-2025 11:22 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2984932,GOURI MEHER,01-Jul-2025 11:49 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2985391,KISHOR CHANDRA RAULA,01-Jul-2025 03:45 PM,Accepted-AOC,Qualified in Transparency lottery,04-Sep-2025 03:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2986268,LOKANATH MAJHI,02-Jul-2025 07:03 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2982261,PRADEEP KUMAR SAHOO,30-Jun-2025 04:43 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2985703,RAHUL KUMAR SAHU,01-Jul-2025 07:19 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2987232,RAJENDRA PANDA,03-Jul-2025 02:39 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2987766,Rasmanjali Sa,03-Jul-2025 02:20 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2987327,SROTASWINI BEHERA,03-Jul-2025 10:48 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:03 PM,AOC
