Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Additional Secretary,SSEPD",Bhubaneswar,1.0,ICICI BANK,1.0,Corrigendum,Other,,25-Aug-2025 02:00 PM,16-Sep-2025 03:30 PM,25-Aug-2025 02:00 PM,15-Sep-2025 05:00 PM,NA ,NA ,25-Aug-2025 02:00 PM,15-Sep-2025 05:00 PM,23-Sep-2025 04:00 PM,Department of Social Security and Empowerment of Persons with Disabilities,9638/SSEPD Dated 22.08.2025,2025_SSEPD_117325_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"50,000",Yes,fixed,,Nil,Nil,"10,000",Nil,Nil,No,"E-Tender for selection of Agency for organizing International Day of Older Persons, 2025 at Bhubaneswar","E-Tender for selection of Agency for organizing International Day of Older Persons, 2025 at Bhubaneswar",Please refer tender documents  ,NA ,,Miscellaneous Services,NA ,Tender,90.0,NA ,Bhubaneswar,751001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,Fee/PreQual/Technical,.pdf,"EMD,GST,PAN,RC,Food License Certificate and other documents as per DTCN.",AOC,Technical,12 bidders participated.,Sonia Behera,16-Sep-2025 04:08 PM,,Department of Social Security and Empowerment of Persons with Disabilities,2025_SSEPD_117325_1,9638/SSEPD Dated 22.08.2025,"E-Tender for selection of Agency for organizing International Day of Older Persons, 2025 at Bhubaneswar",Director,Internal,"FA-cum-Special Secretary, Additional Secretary, Under Secretary, SSEPD, Joint Secretary, Law Department.",Deepak Routrai,25-Sep-2025 11:39 AM,finsummary_550452.pdf (256.61 KB),1.0,3081088.0,Seventhavenue Eventz Pvt Ltd,INR,"1,986,331",25-Sep-2025,"INR 1,986,331",20.0,Deepak Routrai,26-Sep-2025 03:02 PM,11305.pdf (768.00 KB),The agency Seventhavenue Eventz Pvt. Ltd has been awarded for organising the IDOP 2025 programme at Bhubaneswar.,1,3078195,CAMPAIGN SCOUTS (OPC) PRIVATE LIMITED,13-Sep-2025 04:22 PM,Rejected-Finance,High Price,25-Sep-2025 11:39 AM,Director,Internal,"FA-cum-Special Secretary,Additional Secretary, Under Secretary,SSEPD and Joint Secretary Law Department",Deepak Routrai,22-Sep-2025 12:34 PM,23-Sep-2025 04:00 PM,techsummary_550452.pdf (275.48 KB),Finance,5 bidders admitted.,Deepak Routrai,25-Sep-2025 11:32 AM,,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3053908,CANONFIRE CREATIVES PRIVATE LIMITED.,15-Sep-2025 10:42 AM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3079270,Elegant Visual weavers Pvt. Ltd.,15-Sep-2025 12:22 PM,Rejected-Finance,High Price,25-Sep-2025 11:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3070780,IMAGERY,15-Sep-2025 04:00 PM,Rejected-Finance,High Price,25-Sep-2025 11:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3081364,Mute Entertainment Private Limited,15-Sep-2025 04:50 PM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3075032,PRELUDE NOVEL VENTURES PRIVATE LIMITED,15-Sep-2025 04:01 PM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3076795,Q-MAX SERVICES,13-Sep-2025 07:46 PM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3077838,reborn event & Productions,15-Sep-2025 04:52 PM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3081088,Seventhavenue Eventz Pvt Ltd,15-Sep-2025 04:40 PM,Accepted-AOC,Lowest Bidder,26-Sep-2025 03:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3081739,SHADOW ADVERTISING AND COMMUNICATIONS PVT LTD,15-Sep-2025 04:23 PM,Rejected-Technical,Not qualified,22-Sep-2025 12:34 PM,,,,,,,,,,,,,,AOC
