Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,01-Jul-2025 05:41 PM,05-Jul-2025 11:00 AM,techsummary_539897.pdf (1202.85 KB),Finance,Documents to be verified,Lopamudra Dalai,08-Jul-2025 05:12 PM,finance_539897.pdf,BOQ Comparative Chart,01-Sep-2025,"INR 38,185,586",365.0,Lopamudra Dalai,02-Sep-2025 12:35 PM,Glata.pdf (537.00 KB),1,2935881,AMREEN BANU,27-May-2025 07:15 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,1.0,2937454.0,JAI BAJRANGBALI INFRA,INR,"38,185,586",CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_113555_3,Online Tender/03-2025-26/BPR,Construction of Bridge over Local Nallah on Glata to Dumeriketa road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 4 x 10.77m),Technical,Documents to be verified,Lopamudra Dalai,31-May-2025 05:29 PM,technical_539897.pdf,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 07:41 PM,finsummary_539897.pdf (1381.52 KB),AOC,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","4,49,200",Yes,fixed,,Nil,Nil,Construction of Bridge over Local Nallah on Glata to Dumeriketa road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 4 x 10.77m),Construction of Bridge over Local Nallah on Glata to Dumeriketa road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 4 x 10.77m),Please refer Tender documents. ,NA ,"4,49,19,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Phulbani,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,17-May-2025 06:00 PM,29-May-2025 11:00 AM,17-May-2025 06:00 PM,28-May-2025 05:30 PM,17-May-2025 06:00 PM ,26-May-2025 05:30 PM ,17-May-2025 06:00 PM,28-May-2025 05:30 PM,05-Jul-2025 11:00 AM,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/03-2025-26/BPR,2025_CERWI_113555_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,2,2938452,GYAN RANJAN SWAIN,28-May-2025 04:21 PM,Rejected-AOC,6th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,3,2937454,JAI BAJRANGBALI INFRA,28-May-2025 01:03 PM,Accepted-AOC,Successful bidders after lottery system,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2938390,JAYADEV SAHU,28-May-2025 04:34 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2935999,JAY PRAKASH SHARMA,27-May-2025 09:20 PM,Rejected-AOC,2nd Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2935782,JYOTIRAJ SAHU,28-May-2025 12:10 PM,Rejected-AOC,5th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2938631,MANOJ KUMAR SAHU,28-May-2025 05:15 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2937076,MD. ILIYAS,28-May-2025 11:15 AM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2934734,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,28-May-2025 05:17 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2932728,M/s PMRT Construction,28-May-2025 01:19 PM,Rejected-AOC,4th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,2937982,M/s SHREE INFRA AND CO,28-May-2025 02:22 PM,Rejected-AOC,4th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,2934720,M/S SHREE SHYAM INFRA PROP. SRI LOKESH SHARMA,27-May-2025 09:01 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,2934497,PRABIR KUMAR NAIK PROP. OF P.K CONSTRUCTIONS,28-May-2025 10:49 AM,Rejected-AOC,1st Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,2936057,RABI PRASAD SUBUDHI,28-May-2025 12:45 AM,Rejected-AOC,6th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,15,2934596,Ramnarayan Mishra,28-May-2025 01:55 PM,Rejected-AOC,3rd Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,16,2937994,REEMA JENA,28-May-2025 02:43 PM,Rejected-AOC,4th Lowest,02-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
