Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Seven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,22-Nov-2024 05:13 PM,,BOQ Comparative Chart,1.0,2644244.0,NIRANJAN SAHOO,INR,"1,161,404.32",Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_106153_2,MC(CMC)CTC_Div-I_No.11/2024-25,Construction of road from Kulamani Patra res to main road with bye lane at Sankar Behera res at Gopal Sahi Bidanasi in Ward No. 1.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,04-Sep-2025 05:22 PM,finsummary_514062.pdf (401.92 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,04-Sep-2025 05:19 PM,techsummary_514062.pdf (401.92 KB),04-Sep-2025,"INR 1,161,404",60.0,Subas Chandra Sahoo,04-Sep-2025 05:25 PM,2024_ORULB_106153_2.pdf (402.00 KB),Work Order,1,2648992,CHANDRABATI BISWAL,16-Nov-2024 01:30 PM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,1.0,corrigendum,Fee,,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.11/2024-25,2024_ORULB_106153_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,04-Nov-2024 03:00 PM,20-Nov-2024 11:00 AM,04-Nov-2024 03:00 PM,16-Nov-2024 05:00 PM,04-Nov-2024 03:00 PM ,16-Nov-2024 05:00 PM ,04-Nov-2024 03:00 PM,16-Nov-2024 05:00 PM,"13,700",Yes,fixed,,Nil,Nil,Construction of road from Kulamani Patra res to main road with bye lane at Sankar Behera res at Gopal Sahi Bidanasi in Ward No. 1.,Construction of road from Kulamani Patra res to main road with bye lane at Sankar Behera res at Gopal Sahi Bidanasi in Ward No. 1.,Please refer Tender documents. ,NA ,"13,66,200",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD ONLINE,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2647520,HRUSHIKESH SAHOO,15-Nov-2024 06:29 PM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2644244,NIRANJAN SAHOO,13-Nov-2024 02:26 PM,Accepted-AOC,Accepted,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2634052,PRASANTA KUMAR BEHERA,09-Nov-2024 03:40 PM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2646770,SANJAY KUMAR SETHY(SC),15-Nov-2024 11:57 AM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2637153,SMT. ANJANA PARIDA,10-Nov-2024 10:26 PM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2649262,TUSAR KANTI HARICHANDAN,16-Nov-2024 02:34 PM,Rejected-AOC,Rejected,04-Sep-2025 05:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
