Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Document as Per DTCN,23-Aug-2024 05:00 PM,04-Sep-2024 11:00 AM,23-Aug-2024 05:00 PM,03-Sep-2024 05:00 PM,NA ,NA ,23-Aug-2024 05:00 PM,03-Sep-2024 05:00 PM,"13,940",Yes,fixed,,Nil,Nil,Construction of drain with paver block road from Mrutunjaya Patel house to Ralia Krishna house in w 06,Construction of drain with paver block road from Mrutunjaya Patel house to Ralia Krishna house in w 06,Please refer Tender documents. ,NA ,"13,93,975",Civil Works - Others,NA ,Rate Contract,120.0,60.0,Sundargarh Municipality,770001.0,NA ,NA ,NA ,"Executive Officer, Sundargarh Municipality",No ,No,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Executive Officer, Sundargarh Municipality","Executive Officer, Sundargarh Municipality",Municipal Bodies||Sundargarh Municipality,EO/SNGM/W_02/2024-25,2024_ORULB_104352_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Sundargarh Municipality,2024_ORULB_104352_9,EO/SNGM/W_02/2024-25,Construction of drain with paver block road from Mrutunjaya Patel house to Ralia Krishna house in w 06,ADMINISTRATOR,Internal,,Ranjita Patel,05-Oct-2024 04:50 PM,finsummary_505309.pdf (462.56 KB),Finance,Opened,Ranjita Patel,05-Oct-2024 04:44 PM,finance_505309.pdf,BOQ Comparative Chart,1.0,2540287.0,SATYAJEET JENA,INR,"1,393,974.87",1,2540287,SATYAJEET JENA,03-Sep-2024 02:15 PM,Accepted-AOC,Accepted,19-Sep-2025 05:13 PM,19-Sep-2025,"INR 1,644,890",60.0,Vikas Mundari,19-Sep-2025 05:13 PM,satyajitjena.pdf (130.00 KB),Aoc,ADMINISTRATOR,Internal,,Ranjita Patel,05-Oct-2024 04:46 PM,techsummary_505309.pdf (1029.21 KB),AOC
,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2540387,SURENDRA SA,03-Sep-2024 03:47 PM,Rejected-AOC,Not Accepted,19-Sep-2025 05:13 PM,,,,,,,,,,,,,,AOC
