S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Street sweeping, Drain Cleaning, Bush Uprooting, Door to door collection of waste, Lifting of Construction and Demolition Waste and Conservancy Cleaning in Choudwar Municipality - Cluster - 2 Ward No - 6,7,8,10,11,12,17,18,19","Street sweeping, Drain Cleaning, Bush Uprooting, Door to door collection of waste, Lifting of Construction and Demolition Waste and Conservancy Cleaning in Choudwar Municipality - Cluster - 2 Ward No - 6,7,8,10,11,12,17,18,19",Please refer Tender documents. ,NA ,"22,18,012",Human Resources Supply,na ,Tender,60.0,NA ,Choudwar Municipality Area,754071.0,Choudwar Municipality ,Choudwar Municipality ,19-May-2025 11:00 AM ,Choudwar Municipality,No ,No,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,As Per DTCN,Municipal Bodies||Choudwar Municipality,CHM-SAN-01/2025-26,2025_ORULB_113325_2,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"Executive Officer, Choudwar Municipality",Choudwar,"10,000",0.0,Nil,Nil,No,13-May-2025 03:00 PM,30-May-2025 11:00 AM,13-May-2025 03:00 PM,27-May-2025 05:30 PM,NA ,NA ,13-May-2025 03:00 PM,27-May-2025 05:30 PM,05-Jun-2025 11:00 AM,AOC,1,2933790,G.MANJU SERVICES PRIVATE LIMITED,27-May-2025 12:23 PM,Accepted-AOC,L1 IN TECHNICAL ECVALUTION,25-Sep-2025 12:19 PM,25-Sep-2025,"INR 2,218,012",365.0,Soumya Ranjan Mishra,25-Sep-2025 12:19 PM,GMANJU2.pdf (417.00 KB),Finance,G.MANJU SERVICES PRIVATE LIMITED L1 AND SWARNADEVI AGENCY PVT. LTD. L2 AS PER TENDER TERMS AND CONDITIONS,Soumya Ranjan Mishra,05-Jun-2025 02:58 PM,finance_539203.pdf,BOQ Comparative Chart,EO,Internal,,Patitapaban Pattnayak,03-Jun-2025 04:48 PM,05-Jun-2025 11:00 AM,techsummary_539203.pdf (447.94 KB),EO,Internal,,Soumya Ranjan Mishra,25-Sep-2025 12:16 PM,finsummary_539203.pdf (457.51 KB),Municipal Bodies||Choudwar Municipality,2025_ORULB_113325_2,CHM-SAN-01/2025-26,"Street sweeping, Drain Cleaning, Bush Uprooting, Door to door collection of waste, Lifting of Construction and Demolition Waste and Conservancy Cleaning in Choudwar Municipality - Cluster - 2 Ward No - 6,7,8,10,11,12,17,18,19",Technical,two bidders are qualified,Patitapaban Pattnayak,03-Jun-2025 04:46 PM,technical_539203.pdf,1.0,2933790.0,G.MANJU SERVICES PRIVATE LIMITED,INR,"2,171,862",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As Per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2935543,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,27-May-2025 04:57 PM,Not Admitted-Fee/PreQual/Technical,Others-Due to ISD amount not submitted,03-Jun-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2935084,SWARNADEVI AGENCY PVT. LTD.,27-May-2025 03:32 PM,Rejected-Finance,L2 IN TECHNICAL ECVALUTION,25-Sep-2025 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
