Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/09-2025-26/BPR,2025_CERWI_115353_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","1,07,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of Baghala RD road to Baghala Gaon and Nua Sahi Road in the District of Ganjam under MMSY-TRIP for the year 2024-25.,Construction of Baghala RD road to Baghala Gaon and Nua Sahi Road in the District of Ganjam under MMSY-TRIP for the year 2024-25.,Please refer Tender documents. ,NA ,"1,07,07,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,09-Jul-2025 06:55 PM,23-Jul-2025 11:00 AM,09-Jul-2025 06:55 PM,22-Jul-2025 05:30 PM,09-Jul-2025 06:55 PM ,19-Jul-2025 05:30 PM ,09-Jul-2025 06:55 PM,22-Jul-2025 05:30 PM,20-Aug-2025 11:00 AM,1.0,Corrigendum,Other,,"10,000",0.0,Nil,Nil,No,AOC,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,02-Sep-2025 12:47 PM,finsummary_545579.pdf (1873.58 KB),Technical,Documents to be verified,Swagatika Rauto,24-Jul-2025 12:39 PM,technical_545579.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_115353_1,Online Tender/09-2025-26/BPR,Construction of Baghala RD road to Baghala Gaon and Nua Sahi Road in the District of Ganjam under MMSY-TRIP for the year 2024-25.,1.0,3008796.0,Sanjeev Kumar Devata,INR,"9,101,248",1,3003037,ABHI MOHAN PANDA,21-Jul-2025 05:02 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,12-Sep-2025,"INR 9,101,248",180.0,Lopamudra Dalai,25-Sep-2025 01:41 PM,Baghala.pdf (379.00 KB),Finance,Documents to be verified,Swagatika Rauto,21-Aug-2025 12:06 PM,finance_545579.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,13-Aug-2025 11:06 AM,20-Aug-2025 11:00 AM,techsummary_545579.pdf (540.93 KB),AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3003991,AKASH KUMAR PANDA,19-Jul-2025 01:19 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3006155,ASISH KUMAR PANDA,21-Jul-2025 10:23 AM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3008374,BAURI BANDHU KHATAI,22-Jul-2025 12:38 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3007892,CHANDAN PRASAD PADHY,21-Jul-2025 10:51 PM,Rejected-Technical,DIS-QUALIFIED,13-Aug-2025 11:06 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3008680,Charan Behera,22-Jul-2025 02:35 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3008614,HARI HARA SWAIN,22-Jul-2025 02:09 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3007787,Jayadeep Kumar Gouda,21-Jul-2025 09:29 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3007620,Jyoti Ranjan Nayak,21-Jul-2025 07:47 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3008447,Maheswar Nahak,22-Jul-2025 03:41 PM,Rejected-AOC,1st Lowest,25-Sep-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC
