Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, PAN, RC, Affidavit Schedule A,E,F, and any other documents as per DTCN","78,270",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,04 OF 2025-26,2025_CERWI_115219_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK",Construction of Transit House Building at Narasinghpur in the District of cuttack for the Year 2023-24,Construction of Transit House Building at Narasinghpur in the District of cuttack for the Year 2023-24,NA ,NA ,"72,70,155",Miscellaneous Works,NA ,Tender,90.0,330.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,08-Jul-2025 11:00 AM,23-Jul-2025 11:30 AM,08-Jul-2025 11:00 AM,22-Jul-2025 05:00 PM,08-Jul-2025 11:00 AM ,22-Jul-2025 02:00 PM ,08-Jul-2025 11:00 AM,22-Jul-2025 05:00 PM,20-Aug-2025 11:30 AM,AOC,1,3007785,ABHAYA KUMAR SAHOO,21-Jul-2025 09:13 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,18-Sep-2025,"INR 6,180,359",330.0,Monalisa Mahunta,18-Sep-2025 05:16 PM,aocnar.pdf (509.00 KB),Agreement drawn.,Finance,summary,Chandini Suman Sahoo,20-Aug-2025 01:26 PM,finance_545322.pdf,BOQ Comparative Chart,SE,Internal,EE AND DAO,Rasmita Biswal,20-Aug-2025 11:16 AM,20-Aug-2025 11:30 AM,techsummary_545322.pdf (87.39 KB),SE,Internal,EE AND DAO,Monalisa Mahunta,18-Sep-2025 05:09 PM,finsummary_545322.pdf (1992.44 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_115219_1,04 OF 2025-26,Construction of Transit House Building at Narasinghpur in the District of cuttack for the Year 2023-24,Technical,Summary of tender id 2025_CERWI_115219_1,Chandini Suman Sahoo,23-Jul-2025 12:21 PM,,1.0,3008870.0,AJIT KUMAR NAYAK,INR,"6,180,359",AOC
,,,,,,,.pdf,Machinery and equipment as per Annexure 1 of schedule C MOU as per schedule G,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3008870,AJIT KUMAR NAYAK,22-Jul-2025 04:16 PM,Accepted-AOC,"After drawl of Lottery, the bidder is qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2999736,BISAL KUMAR MOHARANA,15-Jul-2025 12:06 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3003398,HARIHAR MOHAPATRA,21-Jul-2025 04:56 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3005892,JAGANNATH HEMBRAM,22-Jul-2025 02:14 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3007864,Liizarani Baral,22-Jul-2025 12:24 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3008823,MALAYA RANJAN SAHOO,22-Jul-2025 03:56 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3008178,M/S DURGAMADHAB CONSTRUCTION AND INTERIOR,22-Jul-2025 10:57 AM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3008060,NILAMANI SETHI,22-Jul-2025 09:03 AM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3007900,Omprakash Biswal,22-Jul-2025 03:48 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3008662,PRIYABHUSAN SAHOO,22-Jul-2025 02:29 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2999526,RUDRANARAYAN RAY PRITAM,14-Jul-2025 08:10 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2999775,SOUMYA RANJAN SAHOO,15-Jul-2025 12:29 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3008616,TRIPURA DEHURY,22-Jul-2025 02:18 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3008912,VIKASH ROUT,22-Jul-2025 04:34 PM,Rejected-AOC,"After drawl of Lottery, the bidder is dis-qualified as per Lottery System.",18-Sep-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
