Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_112214_16,MC(CMC)CTC_Div-IIINo.1/2025-26,Construction of road from Ramesh Biswal res to Debendra Biswal res at Jagannath Bihar in Ward No.57.,1.0,2885888.0,RAMESH CHANDRA BEHERA,INR,"1,552,588",1,2884675,BICHITRA NANDA BEHERA,15-Apr-2025 01:21 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,30-Sep-2025,"INR 1,552,588",30.0,Antarjyamee Patra,30-Sep-2025 03:43 PM,2718.pdf (381.00 KB),WO,Finance,Eight bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,23-Apr-2025 04:41 PM,finance_535642.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,30-Sep-2025 03:19 PM,finsummary_535642.pdf (404.00 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,30-Sep-2025 03:08 PM,techsummary_535642.pdf (404.00 KB),AOC,"9,200",Yes,fixed,,Nil,Nil,"4,720",0.0,Nil,Nil,No,08-Apr-2025 11:00 AM,22-Apr-2025 10:00 AM,08-Apr-2025 11:00 AM,17-Apr-2025 05:00 PM,NA ,NA ,08-Apr-2025 11:00 AM,17-Apr-2025 05:00 PM,Construction of road from Ramesh Biswal res to Debendra Biswal res at Jagannath Bihar in Ward No.57.,Construction of road from Ramesh Biswal res to Debendra Biswal res at Jagannath Bihar in Ward No.57.,Please refer Tender documents. ,NA ,"9,15,162",Civil Works - Others,NA ,Tender,45.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,ICICI BANK,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.1/2025-26,2025_ORULB_112214_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",AOC
,,,,,,,,,2,2881186,NIRUPAMA BEHERA,10-Apr-2025 07:08 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,,,,3,2885888,RAMESH CHANDRA BEHERA,16-Apr-2025 01:17 PM,Accepted-AOC,Accepted,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2884043,SATYA RANJAN LENKA,14-Apr-2025 07:37 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2886701,SUBRAT KUMAR NAYAK,16-Apr-2025 08:49 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2886088,SUJAN KUMAR BEHERA,16-Apr-2025 02:16 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,2882290,SUSILA KUMAR DASH,11-Apr-2025 02:30 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,2886647,TANMAYA PARIJA,16-Apr-2025 08:10 PM,Rejected-AOC,Rejected,30-Sep-2025 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
