Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
CCE RW CIRCLE BALASORE,Internal,"AE Estimator , R.W. Circle,Balasore, PA to CCE, R.W. Circle,Balasore,DAO,R.W Divisin,Balasore",Durjyodhan Behera,30-Jul-2025 08:21 PM,04-Aug-2025 11:00 AM,techsummary_542789.pdf (936.95 KB),Finance,5 numbers bidder admitted,Durjyodhan Behera,04-Aug-2025 12:56 PM,,BOQ Comparative Chart,20-Sep-2025,"INR 10,844,223.32",180.0,Durjyodhan Behera,20-Sep-2025 04:00 PM,3551nuagaon.pdf (478.00 KB),Work awarded to 1st lowest bidder of Transparency Lottery system,1,2980411,BHAGABAN MOHALIK,25-Jun-2025 11:22 PM,Rejected-AOC,L1,20-Sep-2025 04:00 PM,1.0,2980085.0,MANOJ KUMAR GHOSH,INR,"10,844,223.32",Technical,6 Numbers bidder admitted,Durjyodhan Behera,30-Jun-2025 12:32 PM,technical_542789.pdf,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_114360_2,CCE-BLS-NCB-11 OF 2025-26,Construction of Road from Nuagaon to West Bengal Border road under MMSY- CMRL in the District of Balasore for the year 2024-25.,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE R.W. CIRCLE, BALASORE AND JE ESTIMATOR R.W CIRCLE BALASORE AND DAO R.W. DIVISION, JALESWAR",Durjyodhan Behera,20-Sep-2025 03:57 PM,finsummary_542789.pdf (46.85 KB),AOC,1.0,ICICI BANK,Construction of Road from Nuagaon to West Bengal Border road under MMSY- CMRL in the District of Balasore for the year 2024-25.,Construction of Road from Nuagaon to West Bengal Border road under MMSY- CMRL in the District of Balasore for the year 2024-25.,Please refer DTCN ,NA ,"1,27,56,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Jaleswar,756001.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE,BALASORE",No ,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC","1,27,560",Yes,percentage,1.0%,Nil,Nil,1.0,Date Corrigendum,Date,,"CCE R.W.CIRCLE,BALASORE","O/o The CCE R.W.CIRCLE,BALASORE",11-Jun-2025 11:00 AM,30-Jun-2025 11:00 AM,11-Jun-2025 11:00 AM,26-Jun-2025 05:00 PM,11-Jun-2025 11:00 AM ,25-Jun-2025 05:00 PM ,11-Jun-2025 11:00 AM,26-Jun-2025 05:00 PM,04-Aug-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-11 OF 2025-26,2025_CERWI_114360_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,2980672,JEETESH RANJAN BEHERA,26-Jun-2025 01:13 PM,Rejected-Technical,Insufficient Machinery,30-Jul-2025 08:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2980085,MANOJ KUMAR GHOSH,25-Jun-2025 04:24 PM,Accepted-AOC,L1,20-Sep-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2978095,SAJAL KUMAR KOLEY,24-Jun-2025 03:13 PM,Rejected-AOC,L1,20-Sep-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2980410,SRI SUSANTA KUMAR GIRI,25-Jun-2025 11:41 PM,Rejected-AOC,L1,20-Sep-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2980150,Sujay Kumar Karan,26-Jun-2025 02:11 PM,Rejected-AOC,L2,20-Sep-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
