Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,Bid opening summary,Santosh Kumar Behera,17-Jun-2025 12:13 PM,finance_536087.pdf,BOQ Comparative Chart,1.0,Tender Revocation,Revoked,23-May-2025 02:28 PM,Revoke_PanchayatResourceCentre.pdf ,187.53,Technical Opening,Santosh Kumar Behera,Internal,SE Keonjhar R and B Division DAO-I Keonjhar R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,11-Jun-2025 08:14 PM,17-Jun-2025 11:30 AM,techsummary_536087.pdf (946.72 KB),1.0,2894498.0,ANUP KUMAR MOHANTY,25-Apr-2025 12:18 PM,Accepted-AOC,1st Lowest Bidder,06-Sep-2025 07:54 PM,06-Sep-2025,"INR 30,884,389",240.0,Santosh Kumar Behera,06-Sep-2025 07:54 PM,AOC_DPRC.pdf (884.00 KB),1st Lowest Bidder,1.0,2894498.0,ANUP KUMAR MOHANTY,INR,"30,884,389",Santosh Kumar Behera,Internal,SE Keonjhar R and B Division DAO-I Keonjhar R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,06-Sep-2025 07:51 PM,finsummary_536087.pdf (82.39 KB),Technical,Bid opening summary,Santosh Kumar Behera,23-May-2025 05:55 PM,technical_536087.pdf,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,2025_EICCL_112426_1,CCEKC - 01 / 2025-26,Construction of District Panchayat Resource Centre (DPRC) at Keonjhar for the year 2024-25,AOC,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,CCEKC - 01 / 2025-26,2025_EICCL_112426_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender paper Cost and EMD,PAN,GSTIN,Contractor RC,Affidavit",11-Apr-2025 11:30 AM,29-Apr-2025 11:30 AM,11-Apr-2025 11:30 AM,28-Apr-2025 04:00 PM,NA ,NA ,11-Apr-2025 11:30 AM,28-Apr-2025 04:00 PM,17-Jun-2025 11:30 AM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"3,10,300",Yes,fixed,,Nil,Nil,Construction of District Panchayat Resource Centre (DPRC) at Keonjhar for the year 2024-25,Construction of District Panchayat Resource Centre (DPRC) at Keonjhar for the year 2024-25,Please refer Tender Documents ,NA ,"3,10,23,997",Civil Works - Buildings,NA ,Tender,90.0,240.0,Keonjhar,758001.0,NA ,NA ,NA ,O/o the CCE Keonjhar (R and B) Circle,No ,No,CCE Keonjhar (R and B) Circle,"O/o the CCE Keonjhar (R and B) Circle, Keonjhar-758001",AOC
,,,,,,,,,,,,,,,,,,,,2.0,2897005.0,LAGNAJIT BISWAL,27-Apr-2025 07:36 PM,Rejected-Technical,As per decision of technical evaluation committee,11-Jun-2025 08:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,2894943.0,SMRUTI RANJAN BAL,25-Apr-2025 05:15 PM,Rejected-Finance,2nd Lowest Bidder,06-Sep-2025 07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
