Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,attached,Kailash Chandra Jena,10-Jun-2025 09:22 AM,finance_535919.pdf,BOQ Comparative Chart,1.0,2893890.0,Aditya Raj Pradhan,INR,"1,027,443",Municipal Bodies||Polasara NAC,2025_ORULB_112336_6,NAC/PLS-01/2025-26,Improvement of Road and renovation of Drain with Cover plate from SisiraBehera house to Ranipada Balunkeswarsahishiva Temple via Balunkeswarsahi U.P School in ward no.03,CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,10-Jun-2025 09:35 AM,finsummary_535919.pdf (2110.11 KB),CHAIRPERSON,Internal,"Tahasildar, Executive Officer, Municipal Engineer, Assistant Engineer, Junior Engineer, Accountant",Kailash Chandra Jena,10-Jun-2025 09:25 AM,techsummary_535919.pdf (2110.11 KB),1,2893890,Aditya Raj Pradhan,25-Apr-2025 11:48 AM,Accepted-AOC,lowest bidder,02-Sep-2025 07:16 PM,19-Jun-2025,"INR 870,620.374",90.0,Kailash Chandra Jena,02-Sep-2025 07:15 PM,6aoc.pdf (748.00 KB),AOC,Executive officer NAC Polasara,NOTIFIED AREA COUNCIL POLASARA MAIN ROAD NEAR BUS STAND POLASARA,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN AND OTHERS DOCUMENTS,"8,707",Yes,fixed,,Nil,Nil,Improvement of Road and renovation of Drain with Cover plate from SisiraBehera house to Ranipada Balunkeswarsahishiva Temple via Balunkeswarsahi U.P School in ward no.03,Improvement of Road and renovation of Drain with Cover plate from SisiraBehera house to Ranipada Balunkeswarsahishiva Temple via Balunkeswarsahi U.P School in ward no.03,Please refer Tender documents. ,NA ,"8,70,714",Civil Works - Others,NA ,Tender,90.0,90.0,NAC AREA POLASARA,761105.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE OFFICER NAC POLASARA,No ,No,"4,720",0.0,Nil,Nil,No,11-Apr-2025 11:00 AM,30-Apr-2025 11:00 AM,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,NA ,NA ,11-Apr-2025 11:00 AM,25-Apr-2025 05:30 PM,1,ICICI BANK,Municipal Bodies||Polasara NAC,NAC/PLS-01/2025-26,2025_ORULB_112336_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2893927,MINAKSHI LENKA,25-Apr-2025 12:31 PM,Rejected-AOC,highest bidder,02-Sep-2025 07:16 PM,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
