Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,01-Jul-2025 05:32 PM,05-Jul-2025 11:00 AM,techsummary_539894.pdf (1202.85 KB),Finance,Documents to be verified,Lopamudra Dalai,08-Jul-2025 05:15 PM,finance_539894.pdf,BOQ Comparative Chart,01-Sep-2025,"INR 24,099,352",365.0,Lopamudra Dalai,02-Sep-2025 12:42 PM,Supla.pdf (538.00 KB),1,2931051,Ajit Kumar Dora,27-May-2025 12:15 PM,Accepted-AOC,Successful bidders after lottery system,02-Sep-2025 12:42 PM,1.0,2931051.0,Ajit Kumar Dora,INR,"24,099,352",Technical,Documents to be verified,Lopamudra Dalai,31-May-2025 05:21 PM,technical_539894.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_113555_2,Online Tender/03-2025-26/BPR,Construction of Bridge over Local Nallah on Supla to Lubuki road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 2 x 8.77m),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 07:48 PM,finsummary_539894.pdf (1226.59 KB),AOC,17-May-2025 06:00 PM,29-May-2025 11:00 AM,17-May-2025 06:00 PM,28-May-2025 05:30 PM,17-May-2025 06:00 PM ,26-May-2025 05:30 PM ,17-May-2025 06:00 PM,28-May-2025 05:30 PM,05-Jul-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/03-2025-26/BPR,2025_CERWI_113555_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,83,500",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of Bridge over Local Nallah on Supla to Lubuki road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 2 x 8.77m),Construction of Bridge over Local Nallah on Supla to Lubuki road in the District of Kandhamal under Setu Bandhana Yojana (SBY) for the year 2024-25 (Span 2 x 8.77m),Please refer Tender documents. ,NA ,"2,83,49,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Phulbani,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",AOC
,,,,,,,,,,,,,,,,,,,2,2937581,AMREEN BANU,28-May-2025 01:16 PM,Rejected-AOC,6th Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2938383,JAYADEV SAHU,28-May-2025 04:24 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2935995,JAY PRAKASH SHARMA,27-May-2025 09:14 PM,Rejected-AOC,2nd Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2935775,JYOTIRAJ SAHU,27-May-2025 06:13 PM,Rejected-AOC,4th Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2938627,MANOJ KUMAR SAHU,28-May-2025 05:24 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2934757,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,28-May-2025 05:10 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2934553,MS L K BROTHERS INFRASTRUCTURE,28-May-2025 01:19 PM,Rejected-AOC,1st Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2932723,M/s PMRT Construction,28-May-2025 01:18 PM,Rejected-AOC,5th Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2937933,M/s SHREE INFRA AND CO,28-May-2025 02:14 PM,Rejected-AOC,3rd Lowest,02-Sep-2025 12:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
