Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"11,800",Nil,Nil,No,1.0,ICICI BANK,Director Projects,"The Director Projects, Office of the Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",WATCO Bhubaneswar||Director (Projects) Watco,WATCO (P)-3(04)/2025-26 Dtd.11.06.2025,2025_DPWTC_114518_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Provision of 24x7 Water Supply to Bhotapada, OCC Colony, Hadabai Basti, MAA Bhagabati Basti under WATCO Division-I, Bhubaneswar","Provision of 24x7 Water Supply to Bhotapada, OCC Colony, Hadabai Basti, MAA Bhagabati Basti under WATCO Division-I, Bhubaneswar",Please refer Tender documents. ,NA ,"2,49,39,000",Civil Works - Water Works,NA ,Tender,120.0,270.0,"Bhagabati, Bhubaneswar",752019.0,NA ,NA ,NA ,Bhubaneswar,No ,No,18-Jun-2025 05:00 PM,03-Jul-2025 12:30 PM,18-Jun-2025 05:00 PM,02-Jul-2025 05:00 PM,NA ,NA ,18-Jun-2025 05:00 PM,02-Jul-2025 05:00 PM,22-Jul-2025 11:30 AM,"2,49,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",AOC,1,2986023,AKSHAYA KUMAR SWAIN,02-Jul-2025 12:00 AM,Rejected-AOC,Not a lowest bidder,23-Sep-2025 03:37 PM,23-Sep-2025,"INR 21,200,321",270.0,Debabrata Mohanty,23-Sep-2025 03:37 PM,AOC.pdf (1404.00 KB),Finance,Four no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,JAYALAXMI BISWAL,22-Jul-2025 12:25 PM,,BOQ Comparative Chart,Managing Director,Internal,,Debabrata Mohanty,19-Jul-2025 06:07 PM,22-Jul-2025 11:30 AM,techsummary_543312.pdf (1268.16 KB),Director-Project,Internal,,Debabrata Mohanty,23-Sep-2025 03:34 PM,finsummary_543312.pdf (693.42 KB),WATCO Bhubaneswar||Director (Projects) Watco,2025_DPWTC_114518_1,WATCO (P)-3(04)/2025-26 Dtd.11.06.2025,"Provision of 24x7 Water Supply to Bhotapada, OCC Colony, Hadabai Basti, MAA Bhagabati Basti under WATCO Division-I, Bhubaneswar",Technical,Five no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,JAYALAXMI BISWAL,03-Jul-2025 12:57 PM,,1.0,2980439.0,CHINTAMANI KUNDA,INR,"21,200,321",AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",AOC,2,2986292,BALAJI SOLAR SYSTEMS,02-Jul-2025 01:44 PM,Rejected-AOC,Not a lowest bidder,23-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,3,2980439,CHINTAMANI KUNDA,30-Jun-2025 01:40 PM,Accepted-AOC,Lowest bidder in Lottery,23-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2986760,JAYANTA KUMAR PARIDA,02-Jul-2025 04:30 PM,Rejected-Technical,Technically disqualified,19-Jul-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2986322,SOUBHAGYA KUMAR JENA,02-Jul-2025 12:29 PM,Rejected-AOC,Not a lowest bidder,23-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
