Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, RC, No Relation Certificate, Affidavit regarding authenticity","8,100",Yes,fixed,,Nil,Nil,09-Jun-2025 11:00 AM,19-Jun-2025 11:00 AM,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM ,13-Jun-2025 05:00 PM ,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,3-A/R of HLC Range-I from RD 35.56 Km to 41.07 Km including weed hyacinth and Chingudia clearance,A/R of HLC Range-I from RD 35.56 Km to 41.07 Km including weed hyacinth and Chingudia clearance (Weed Clearance),Please refer Tender documents. ,NA ,"8,06,930",Civil Works - Others,NA ,Tender,90.0,150.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-02 OF 2025-26,2025_JIRR_114251_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, Jaraka Irrigation Division, Jaraka","Superintending Engineer, Jaraka Irrigation Division",1.0,ICICI BANK,"4,000",Nil,Nil,No,AOC,1.0,2970516.0,MADHULITA ROUTRAY,INR,"685,971.15",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2025_JIRR_114251_3,JKID-02 OF 2025-26,3-A/R of HLC Range-I from RD 35.56 Km to 41.07 Km including weed hyacinth and Chingudia clearance,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Sisira Kumar Das,26-Jun-2025 05:33 PM,techsummary_542348.pdf (4016.92 KB),16-Aug-2025,"INR 685,971.15",150.0,Sisira Kumar Das,04-Sep-2025 01:14 PM,3.pdf (6062.00 KB),The work has been awarded to Madhulita Routray,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 04:56 PM,finsummary_542348.pdf (4015.66 KB),Finance,Document of all the bidders downloaded,Suman Satabdi Behera,19-Jun-2025 01:16 PM,,BOQ Comparative Chart,1,2971884,ANIL KUMAR MOHANTY,18-Jun-2025 03:47 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2966160,ANITA MOHANTY,13-Jun-2025 10:49 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2971498,BINODINI SWAIN,18-Jun-2025 01:00 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2970032,DEBADATTA MOHANTY,16-Jun-2025 09:43 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2970960,GOPABANDHU SAHOO,17-Jun-2025 04:02 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2972007,JYOTI MOHAN MOHANTY,18-Jun-2025 01:05 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2971584,KAMINI SAHOO,18-Jun-2025 10:19 AM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2965961,KISHORE KUMAR MOHANTY,18-Jun-2025 01:42 PM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2970516,MADHULITA ROUTRAY,17-Jun-2025 12:33 PM,Accepted-AOC,The work has been awarded to Madhulita Routray,04-Sep-2025 01:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2971513,MAHESHWAR BEHERA,18-Jun-2025 09:16 AM,Rejected-Finance,Other than L1,07-Jul-2025 04:56 PM,AOC
