S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Construction of Road and Drain from Jagmohan Pattnaik house to end of the river in Ward No.08,Construction of Road and Drain from Jagmohan Pattnaik house to end of the river in Ward No.08,As per DTCN ,NA ,"12,71,186",Civil Works - Others,NA ,Tender,120.0,60.0,Baripada Municipality,757001.0,NA ,NA ,NA ,Baripada Municipality,No ,No,30-Jun-2025 01:00 PM,22-Jul-2025 11:30 AM,30-Jun-2025 01:00 PM,21-Jul-2025 05:00 PM,NA ,NA ,30-Jun-2025 01:00 PM,21-Jul-2025 05:00 PM,Municipal Bodies||Baripada Municipality,BPDM-7 OF 2025/2026,2025_ORULB_114835_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"Executive Officer,Baripada Municipality","Executive Officer,Baripada Municipality, Baripada","7,080",0.0,Nil,Nil,No,"12,750",Yes,fixed,,Nil,Nil,AOC,"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,23-Sep-2025 05:39 PM,techsummary_544480.pdf (1495.41 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,23-Sep-2025 05:45 PM,finsummary_544480.pdf (1001.52 KB),Finance,The 2 bidders have participated and the documents will be placed before the Tender Committee.,JADABENDRA MOHAPATRA,24-Jul-2025 08:40 PM,,BOQ Comparative Chart,23-Sep-2025,"INR 1,499,850",60.0,Debiprasad Rout,23-Sep-2025 05:49 PM,Ag12.pdf (9619.00 KB),1.0,3004062.0,AMIT KUMAR MOHANTA,19-Jul-2025 10:42 PM,Rejected-Finance,As L2,23-Sep-2025 05:45 PM,Municipal Bodies||Baripada Municipality,2025_ORULB_114835_12,BPDM-7 OF 2025/2026,Construction of Road and Drain from Jagmohan Pattnaik house to end of the river in Ward No.08,1.0,3004053.0,YOGESWAR PALBABU,INR,"1,499,850",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3004053.0,YOGESWAR PALBABU,19-Jul-2025 10:24 PM,Accepted-AOC,As L1,23-Sep-2025 05:49 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
