S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,2675936.0,SUSHANTA KUMAR SUNA,INR,"6,822,909",Technical,4 bidder has been paricipated,Prajna Prajwolita Parida,29-Jan-2025 11:37 AM,,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,2024_EICCL_107282_1,BID ID 63 of2024-25,Construction of Paddy Procurement Center (PPC) at Soyamba LAMPCS of Koira block under Sundargath District for the year 2024-25,Alok Naik SE rourkela r and b dvision,Internal,HS Meena SrDAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Prajna Prajwolita Parida,24-Sep-2025 01:08 PM,finsummary_517095.pdf (607.82 KB),Alok kumar Naik SE rourkela r and b division,Internal,HS Meena DAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Prajna Prajwolita Parida,29-Jan-2025 11:43 AM,29-Jan-2025 04:00 PM,techsummary_517095.pdf (576.96 KB),1.0,revoke the tender,retechnical evaluation,28-Jan-2025 06:23 PM,evaluation6301.pdf ,560.46,Technical Opening,Finance,04 no of bidder has been participated,Prajna Prajwolita Parida,24-Sep-2025 12:57 PM,finance_517095.pdf,BOQ Comparative Chart,24-Sep-2025,"INR 6,822,909",120.0,Prajna Prajwolita Parida,24-Sep-2025 01:21 PM,PPCSoyambaworkorder.pdf (608.00 KB),Agmt drawn and Work order issued,1.0,2675598.0,"A R INFRA ,PROP-NELSAN KANDULNA",02-Dec-2024 01:05 PM,Rejected-AOC,Not Qualified in the Lottery,24-Sep-2025 01:21 PM,AOC,Additional chie Engineer Rourkela R and B Division,Office of Superintending Engineer Rourkela R and B division,Construction of Paddy Procurement Center (PPC) at Soyamba LAMPCS of Koira block under Sundargath District for the year 2024-25,Construction of Paddy Procurement Center (PPC) at Soyamba LAMPCS of Koira block under Sundargath District for the year 2024-25,Please refer tender document ,NA ,"80,26,006",Civil Works - Buildings,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,Office of Superintending Engineer Rourkela R and B,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate, Registration in CDMS, PAN Card, GSTIN Certificate, Affidavit etc","80,300",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,BID ID 63 of2024-25,2024_EICCL_107282_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,20-Nov-2024 05:00 PM,03-Dec-2024 11:00 AM,20-Nov-2024 05:00 PM,02-Dec-2024 05:00 PM,NA ,NA ,20-Nov-2024 05:00 PM,02-Dec-2024 05:00 PM,29-Jan-2025 04:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2675066.0,KUNTALA MOHAPATRA,02-Dec-2024 02:44 PM,Rejected-AOC,Not Qualified in the Lottery,24-Sep-2025 01:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Financial instruments such as cost of tender paper, EMD, Affidavit etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2675041.0,RASMI RANJAN SAHOO,02-Dec-2024 12:38 PM,Rejected-AOC,Not Qualified in the Lottery,24-Sep-2025 01:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Experience Certificate, List of Machinaries,Lease Deeds , MOU with electrical contractor Affidavit e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2675936.0,SUSHANTA KUMAR SUNA,02-Dec-2024 02:32 PM,Accepted-AOC,Qualified in the Lottery,24-Sep-2025 01:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relation Certificate, Schedule-E, Schedule-F, Affidavit etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
