Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Paver road at TulasiNagar of Kalimandira Sahi ward No. 13 of N.A.C Polasara,Construction of Paver road at TulasiNagar of Kalimandira Sahi ward No. 13 of N.A.C Polasara,Please refer Tender documents. ,NA ,"3,82,205",Civil Works - Others,NA ,Tender,90.0,60.0,NAC AREA OF NAC POLASARA,761105.0,NA ,NA ,NA ,NAC OFFICE NAC POLASARA,No ,No,Municipal Bodies||Polasara NAC,NAC/PLS-02/2023-24,2023_ORULB_93911_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,360",0.0,Nil,Nil,No,"3,822",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,08-Sep-2023 11:00 AM,25-Sep-2023 11:00 AM,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,08-Sep-2023 11:00 AM ,22-Sep-2023 05:30 PM ,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,1,ICICI BANK,EXECUTIVE OFFICER NAC POLASARA,"NOTIFIED AREA COUNCIL POLASARA,NEAR BUS STAND,MAIN ROAD,POLASARA",AOC,Municipal Bodies||Polasara NAC,2023_ORULB_93911_40,NAC/PLS-02/2023-24,Construction of Paver road at TulasiNagar of Kalimandira Sahi ward No. 13 of N.A.C Polasara,Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,16-Sep-2025 11:53 AM,finsummary_459643.pdf (2257.52 KB),Finance,attached,Panchanan Sethy,13-Sep-2025 06:00 PM,finance_459643.pdf,BOQ Comparative Chart,1.0,2265046.0,Siba Sankar Sahu,INR,"451,000",1,2265327,SANTOSH KUMAR SAHU,21-Sep-2023 04:24 PM,Rejected-AOC,highest bidder,16-Sep-2025 11:58 AM,16-Sep-2025,"INR 382,204.99",60.0,Panchanan Sethy,16-Sep-2025 11:58 AM,40.pdf (254.00 KB),Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,16-Sep-2025 11:51 AM,techsummary_459643.pdf (2257.52 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2265046,Siba Sankar Sahu,21-Sep-2023 03:18 PM,Accepted-AOC,lowest bidder,16-Sep-2025 11:58 AM,,,,,,,,,,,,,AOC
