Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,19 Bidders are participated and all are accepted,Chinmayee Rekha Behera,31-Jan-2025 08:39 PM,,BOQ Comparative Chart,1,2755679,Aliva Barad,17-Jan-2025 04:16 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,CE RW I||RWCIRCLE-BERHAMPUR||RW Division Bhanjanagar,2025_CERWI_109234_19,open tender/10/RWDBNJ/2024-2025,S/R to L053 NH 217 to Podapalli Road under Special Repair for the year 2024-25,1,2744903,Mahendra Sura,INR,"713,657",24-Sep-2025,"INR 713,657",60.0,Tribhuban Kanhar,25-Sep-2025 01:22 PM,NH217toPodapalli.pdf (3870.00 KB),Tender awarded to Sri Bikram Kumar Pradhan vide Agreement No 140P1 2024 25 date 11022025,Chinmayee Behera,Internal,,Chinmayee Rekha Behera,05-Jun-2025 09:11 PM,techsummary_525314.pdf (457.15 KB),Chinmayee Behera,Internal,,Chinmayee Rekha Behera,06-Jun-2025 03:22 PM,finsummary_525314.pdf (667.32 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,Pan,Reg. Certificate,Tender Paper cost, EMD and other Documents as per DTCN",11-Jan-2025 11:00 AM,20-Jan-2025 12:30 PM,11-Jan-2025 11:00 AM,18-Jan-2025 03:00 PM,NA ,NA ,11-Jan-2025 11:00 AM,18-Jan-2025 03:00 PM,"4,000",0.0,Nil,Nil,No,"Superintending Engineer, Rural Work Division",Bhanjanagar,S/R to L053 NH 217 to Podapalli Road under Special Repair for the year 2024-25,S/R to L053 NH 217 to Podapalli Road under Special Repair for the year 2024-25,Please refer Tender documents. ,NA ,"8,47,000",Civil Works - Roads,NA ,Tender,60.0,NA ,Aska,761111.0,NA ,NA ,NA ,"RW Division, Bhanjanagar",No ,No,1.0,ICICI BANK,"8,500",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RW Division Bhanjanagar,open tender/10/RWDBNJ/2024-2025,2025_CERWI_109234_19,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,2762366,BIKRAM KUMAR PRADHAN,18-Jan-2025 12:34 PM,Accepted-AOC,Awarded,25-Sep-2025 01:22 PM,,,,,2,2748646,GATI KRUSHNA SAHU,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2752979,CHUMUKI PANIGRAHY,15-Jan-2025 07:45 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,3,2749490,Dibakar Jena,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2760598,DEBARAJ BHUYAN,17-Jan-2025 06:36 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,4,2749780,Shyam Sundar Padhy,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2749490,Dibakar Jena,14-Jan-2025 05:14 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,5,2750880,Rojalini Bisoyi,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2748646,GATI KRUSHNA SAHU,14-Jan-2025 12:15 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,6,2751608,Pabitra Mohan Bisoyi,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2744903,Mahendra Sura,12-Jan-2025 04:38 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,7,2752979,CHUMUKI PANIGRAHY,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2751608,Pabitra Mohan Bisoyi,15-Jan-2025 01:55 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,8,2755679,Aliva Barad,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2762458,PRAMOD KUMAR PRADHAN,18-Jan-2025 12:47 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,9,2760277,Rachana Pradhan,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2762592,Puja Kumari Swain,18-Jan-2025 01:44 PM,Accepted-AOC,Not Awarded,25-Sep-2025 01:22 PM,,,,,10,2760598,DEBARAJ BHUYAN,INR,"713,657",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
