S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3033318,GOPAL HANSDA,12-Aug-2025 02:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3027533,JANMEJAY PUTY,07-Aug-2025 09:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3034653,M/S ROUT CONSTRUCTION,13-Aug-2025 01:58 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3030251,NILAMADHABA CONSTRUCTION,12-Aug-2025 09:28 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3034710,Prajukta Mohanty,13-Aug-2025 02:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3032774,PRATIMA PADHI,13-Aug-2025 03:12 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3034084,PUNEET KUMAR SAHOO,12-Aug-2025 11:43 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3022587,RAJKUMAR PRATIHARI,07-Aug-2025 09:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3032525,RAMJIT MARANDI,12-Aug-2025 12:25 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3033263,RANJAN KUMAR KHANDELWAL,13-Aug-2025 03:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3030291,RINKI MOULIK,11-Aug-2025 06:30 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3034371,SACHIN KUMAR BASHA,13-Aug-2025 11:43 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3030254,SANDEEP KUMAR PATI,11-Aug-2025 07:38 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3033910,SANTOSH KUMAR GOCHHAYAT,12-Aug-2025 08:01 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3024940,SATYABRATA BEHERA,13-Aug-2025 01:03 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3034792,SEKH AMANULLA,13-Aug-2025 03:22 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3032737,SHIBA SANKAR DAS,12-Aug-2025 10:32 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3034064,SITAL KUMAR MOHANTY,13-Aug-2025 09:26 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3032792,Smt. Susmita Padhy,13-Aug-2025 02:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3033663,SOMRESH PRADHAN,12-Aug-2025 05:10 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3024843,SOURAV PALATA,05-Aug-2025 06:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3024865,SRI BALARAM LENKA,05-Aug-2025 05:16 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3030333,SRI RATIKANTA MOHANTA,12-Aug-2025 09:42 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3028810,SRI SAMIR KUMAR SARANGI,08-Aug-2025 04:53 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3032600,Sri Shraban Kumar Gope,12-Aug-2025 10:01 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3034074,SUBHAM SINGHA,12-Aug-2025 10:30 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3027564,SUMIT KUMAR SAHU,08-Aug-2025 05:25 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3030287,SUROJIT KUMAR MOULIK,11-Aug-2025 06:40 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,3024910,SUVENDU KUMAR MOHANTY,05-Aug-2025 05:36 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,3034209,TANMAYEE DASH,13-Aug-2025 09:37 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
