S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,30-Jul-2025 10:00 AM,14-Aug-2025 11:00 AM,30-Jul-2025 10:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,30-Jul-2025 10:00 AM,13-Aug-2025 05:00 PM,19-Aug-2025 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,"RC, GSTIN, EMD, PAN, Affidavit, Machinery and other required documents as per DTCN",S.E. Mayurbhanj R and B Division,Office of the S.E. Mayurbhanj R and B Division,Improvement of Palbani-Asanjoda Road MDR-86 H from 0.400 km to 2.180 km Palbani Golei to K.C Circle such as providing SDBC work Baripada District Mayurbhanj for the year 2025-26,Improvement of Palbani-Asanjoda Road MDR-86 H from 0.400 km to 2.180 km Palbani Golei to K.C Circle such as providing SDBC work Baripada District Mayurbhanj for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,60.0,Baripada,757001.0,NA ,NA ,NA ,Office of the S.E. Mayurbhanj R and B Division,No ,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,Bid Id SE-18/2025-26,2025_EICCL_116222_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"86,600",Yes,fixed,,Nil,Nil,AOC,1,3033831,ABHIJIT MOHAPATRA,12-Aug-2025 08:28 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,11-Sep-2025,"INR 7,360,920",60.0,Ansuman Mohapatra,11-Sep-2025 02:08 PM,Agmt.pdf (328.00 KB),Agreement drawn,Finance,Financial bid opened,Ansuman Mohapatra,11-Sep-2025 01:36 PM,finance_547760.pdf,BOQ Comparative Chart,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,19-Aug-2025 01:54 PM,19-Aug-2025 04:30 PM,techsummary_547760.pdf (158.12 KB),Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,11-Sep-2025 02:03 PM,finsummary_547760.pdf (382.63 KB),Technical,Bid opened,Ansuman Mohapatra,19-Aug-2025 01:48 PM,technical_547760.pdf,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2025_EICCL_116222_1,Bid Id SE-18/2025-26,Improvement of Palbani-Asanjoda Road MDR-86 H from 0.400 km to 2.180 km Palbani Golei to K.C Circle such as providing SDBC work Baripada District Mayurbhanj for the year 2025-26,1.0,3032276.0,DEBASISH KUMAR BARIK,INR,"7,360,920",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3034619,ABHISHEK DANDAPAT,13-Aug-2025 02:01 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3032115,AKASH PRASAD,11-Aug-2025 07:00 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3034548,ANSHUMAN KAR,13-Aug-2025 01:19 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3029365,ARJUN KUMAR DAS,11-Aug-2025 05:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3030884,Arun Kumar Nayak,12-Aug-2025 11:33 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3032531,ARUN KUMAR SARGHARIA,12-Aug-2025 05:27 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3032011,DAIPAYAN BEHERA,11-Aug-2025 06:33 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3034599,Debasis Das,13-Aug-2025 01:49 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,11-Sep-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3032276,DEBASISH KUMAR BARIK,11-Aug-2025 07:41 PM,Accepted-AOC,Work order issued,11-Sep-2025 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
