Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,07/OPHWC/2025-26,2025_OSPHW_115013_13,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","1,51,100",Yes,fixed,,Nil,Nil,01-Jul-2025 06:55 PM,17-Jul-2025 10:30 AM,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,NA ,NA ,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,30-Aug-2025 10:30 AM,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"Construction of Basic Infrastructure for Establishment of Automated Testing Station (ATS) at Girisola,Dist-Ganjam",Building Work,Please refer Tender documents. ,NA ,"1,51,05,088",Civil Works - Buildings,NA ,Tender,90.0,180.0,Ganjam,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,Finance,FINANCIAL BID OPEN AND COMPARAITVE GERATED,Bikram Keshari Malla,30-Aug-2025 11:32 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,26-Aug-2025 07:20 PM,30-Aug-2025 10:30 AM,techsummary_544816.pdf (365.99 KB),Technical,4 Nos. of bidders have been participated,Bikram Keshari Malla,17-Jul-2025 05:20 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,26-Sep-2025 04:40 PM,finsummary_544816.pdf (945.37 KB),26-Sep-2025,"INR 12,840,836",180.0,Bikram Keshari Malla,26-Sep-2025 04:43 PM,WORKORDER.pdf (1088.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 25.09.2025,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115013_13,07/OPHWC/2025-26,"Construction of Basic Infrastructure for Establishment of Automated Testing Station (ATS) at Girisola,Dist-Ganjam",1.0,3000904.0,SANDIP KUMAR PADHI,INR,"12,840,836",1,3001147,NITESH KUMAR SAHU,16-Jul-2025 03:58 PM,Rejected-Finance,DUE TO L1 BIDDER HAVING LOWEST TURNOVER,26-Sep-2025 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3000904,SANDIP KUMAR PADHI,16-Jul-2025 03:41 PM,Accepted-AOC,QUALIFIED BIDDER,26-Sep-2025 04:44 PM,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3001022,Sudhansu Kumar Panda,16-Jul-2025 03:04 PM,Rejected-Technical,Non submission of adequate similar nature of works as per DTCN Cl. No. 11 and 110(k),26-Aug-2025 07:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3000660,Sudhansu Padhy,16-Jul-2025 11:19 AM,Rejected-Finance,DUE TO L2 BIDDER,26-Sep-2025 04:40 PM,AOC
