Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115013_19,07/OPHWC/2025-26,"Constn. of District Hdqtr. Equipment Hub at Nuapada F.S, Nuapada.",1.0,3001013.0,NIHARA RANJAN PAUL,INR,"8,651,549",1,3000231,BIEKANANDA GUPTA,15-Jul-2025 07:32 PM,Rejected-Finance,DUE TO L3 BIDDER,26-Sep-2025 12:46 PM,26-Sep-2025,"INR 8,651,549",180.0,Bikram Keshari Malla,26-Sep-2025 12:50 PM,WORKORDER.pdf (532.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 23.09.2025,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,26-Sep-2025 12:46 PM,finsummary_544895.pdf (855.46 KB),Technical,5 Nos. of bidders have been participated,Bikram Keshari Malla,17-Jul-2025 06:08 PM,,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,02-Sep-2025 08:00 PM,03-Sep-2025 10:30 AM,techsummary_544895.pdf (349.55 KB),Finance,financial bid opened,Bikram Keshari Malla,03-Sep-2025 11:11 AM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Orissa State Police Housing and Welfare Corporation Ltd,07/OPHWC/2025-26,2025_OSPHW_115013_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,"Constn. of District Hdqtr. Equipment Hub at Nuapada F.S, Nuapada.",Building Work,Please refer Tender documents. ,NA ,"1,01,77,095",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nuapada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,02-Jul-2025 12:00 PM,17-Jul-2025 10:30 AM,02-Jul-2025 12:00 PM,16-Jul-2025 05:00 PM,NA ,NA ,02-Jul-2025 12:00 PM,16-Jul-2025 05:00 PM,03-Sep-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,01,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,2,3001013,NIHARA RANJAN PAUL,16-Jul-2025 04:50 PM,Accepted-AOC,QUALIFIED BIDDER,26-Sep-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,3001042,Omprakash Biswal,16-Jul-2025 03:04 PM,Rejected-Finance,DUE TO L4 BIDDER,26-Sep-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3001219,PRIYANKA DAS,16-Jul-2025 04:38 PM,Rejected-Finance,DUE TO L2 BIDDER,26-Sep-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2999892,SANJAYA MOHANTY,15-Jul-2025 01:53 PM,Rejected-Technical,non subbmission of sch-f as per DTCN Cl.no14 and 110 (g),02-Sep-2025 08:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
