Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Opening,Smita Sahoo,30-May-2025 01:13 PM,,BOQ Comparative Chart,Er D C Behera EIC (Civil-cum-Roads) Odisha,Internal,E P Samantara CE Buildings I Odisha Er A K Lenka Addl CE Buildings I Odisha Smt P Samal Financial Advisor,Priyabrata Samantara,29-May-2025 01:35 PM,30-May-2025 11:30 AM,techsummary_521681.pdf (422.51 KB),03-Sep-2025,"INR 128,746,299",547.0,Priyabrata Samantara,03-Sep-2025 12:27 PM,AOC_Mathakaragola.pdf (365.00 KB),AOC,1,2732614,D. K. Engineering and Construction,07-Jan-2025 02:56 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,1.0,2729319.0,SUSHRITA MISHRA,INR,"128,746,299",Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy to Govt Works Dept Odisha,Priyabrata Samantara,03-Sep-2025 12:22 PM,finsummary_521681.pdf (354.44 KB),Technical,10 Nos. Bidders Received,Bijaya Kumar Nayak,08-Jan-2025 06:06 PM,,EIC-CIVIL,2024_EICCL_108690_6,C.E. (B) - 24 / 2024-25,"Construction of New CHC Building (G plus 2) at Mathakargola in the District of Dhenkanal, Odisha.",AOC,1.0,APPENDIX-A,Other,,"14,31,000",Yes,fixed,,Nil,Nil,"Construction of New CHC Building (G plus 2) at Mathakargola in the District of Dhenkanal, Odisha.","Construction of New CHC Building (G plus 2) at Mathakargola in the District of Dhenkanal, Odisha.",Please refer Tender documents. ,NA ,"14,30,35,551",Civil Works - Buildings,NA ,Tender,90.0,547.0,DHENKANAL DIST.,759024.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,EIC-CIVIL,C.E. (B) - 24 / 2024-25,2024_EICCL_108690_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Buildings-I (I/C), Odisha, BBSR","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",23-Dec-2024 06:00 PM,08-Jan-2025 11:30 AM,23-Dec-2024 06:00 PM,07-Jan-2025 05:00 PM,NA ,NA ,23-Dec-2024 06:00 PM,07-Jan-2025 05:00 PM,30-May-2025 11:30 AM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,2733512,GOUTAM PATTNAIK,07-Jan-2025 12:36 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2734360,MDSG CONSTRUCTION PRIVATE LIMITED,07-Jan-2025 04:46 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2734480,M/s Lalitendu Satpathy,07-Jan-2025 01:39 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2734665,NAGEN KUMAR BISWAL,07-Jan-2025 01:50 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2731130,Santosh Kumar Mishra,05-Jan-2025 10:11 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2735073,SUBRAT MOHAPATRA,07-Jan-2025 03:55 PM,Rejected-AOC,L1,03-Sep-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2729573,SUSHREESARADA CONSTRUCTION PRIVATE LIMITED,04-Jan-2025 07:59 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2729319,SUSHRITA MISHRA,07-Jan-2025 12:33 PM,Accepted-AOC,L1 (Selected through Transparent Lottery),03-Sep-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2725414,VEE JAY ENGINEERS,06-Jan-2025 03:38 PM,Rejected-Finance,L1,03-Sep-2025 12:22 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
