Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
09-Jan-2025 01:30 PM,17-Jan-2025 11:00 AM,09-Jan-2025 01:30 PM,16-Jan-2025 05:00 PM,09-Jan-2025 01:30 PM ,15-Jan-2025 05:00 PM ,09-Jan-2025 01:30 PM,16-Jan-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN",S/R to R.W. Electrical Section office-Kendrapara in the District of Kendrapara for 2024-25,Building Work,Please refer Tender documents. ,NA ,"1,69,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,600.0,0.0,Nil,Nil,No,"Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara",1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-08 of 2024-25,2025_CERWI_109100_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,700",Yes,fixed,,Nil,Nil,AOC,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bandana Behera,18-Sep-2025 11:43 AM,techsummary_524838.pdf (651.86 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bandana Behera,18-Sep-2025 11:50 AM,finsummary_524838.pdf (651.86 KB),Finance,Eighteen Numbers of Bidder Participated,Rajesh Pradhan,18-Jan-2025 06:57 PM,,BOQ Comparative Chart,18-Sep-2025,"INR 144,077",30.0,Bandana Behera,18-Sep-2025 11:53 AM,480.pdf (365.00 KB),Successful Qualify Bidder,1,2751019,Amiya Ranjan Mallick,15-Jan-2025 01:08 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_109100_21,RWD / KPD-08 of 2024-25,S/R to R.W. Electrical Section office-Kendrapara in the District of Kendrapara for 2024-25,1.0,2753150.0,P.N. CONSTRUCTION,INR,"144,077",AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2755474,ANIL KUMAR THATOI,16-Jan-2025 03:20 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2753590,BISWAJEET MALLICK,16-Jan-2025 03:04 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2754844,DEBADATTA SAHOO,16-Jan-2025 01:02 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2755438,Kanhu Charan Senapati,16-Jan-2025 02:28 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2755345,MANOJ KUMAR KAR,16-Jan-2025 02:16 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2755161,MURALIDHAR SAHOO,16-Jan-2025 01:52 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2748636,NIRANJAN SAHOO,14-Jan-2025 12:28 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2753150,P.N. CONSTRUCTION,15-Jan-2025 08:16 PM,Accepted-AOC,Successful Qualify Bidder,18-Sep-2025 11:53 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2746616,PRADEEP KUMAR MOHANTY,13-Jan-2025 02:00 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,2753285,PRADIPTA KUMAR NAYAK,15-Jan-2025 08:44 PM,Rejected-Finance,Did not Win the Lottery,18-Sep-2025 11:50 AM,,,,,,,,,,AOC
