Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
PH Works to Construction of New Proposed Sub Centre Building at Naksapali in Laikera Block in Jharsuguda District for the F.Y. 2023-24,PH Works to Construction of New Proposed Sub Centre Building at Naksapali in Laikera Block in Jharsuguda District for the F.Y. 2023-24,Please refer Tender documents. ,NA ,"6,12,143",Civil Works - Buildings,NA ,Tender,90.0,NA ,Naksapali,768220.0,NA ,NA ,NA ,"O/O EE RW (PH) DIVISION ,BBSR",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","EE RW (PH) DIVISION,BBSR","SE RW (PH) DIVISION,BBSR BEHIND ESPLANDE MALL,RASULGARH,751010","4,000",0.0,Nil,Nil,No,"6,200",Yes,fixed,,Nil,Nil,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-15/2025-26,2025_CERWI_114506_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jun-2025 11:00 AM,04-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,AOC,Executive Engineer,Internal,,Anil Kumar Das,18-Jul-2025 01:08 PM,techsummary_543808.pdf (330.97 KB),Executive Engineer,Internal,,Anil Kumar Das,03-Sep-2025 12:17 PM,finsummary_543808.pdf (61.70 KB),Finance,comparative statement,Anil Kumar Das,05-Jul-2025 11:51 AM,finance_543808.pdf,BOQ Comparative Chart,03-Sep-2025,"INR 52,383",90.0,Anil Kumar Das,04-Sep-2025 03:49 PM,4997.pdf (306.00 KB),1,2982242,PRADEEP KUMAR SAHOO,30-Jun-2025 04:11 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 12:17 PM,1.0,2982417.0,PRATIK CONSTRUCTION,INR,"520,383",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_114506_23,EERWPH-15/2025-26,PH Works to Construction of New Proposed Sub Centre Building at Naksapali in Laikera Block in Jharsuguda District for the F.Y. 2023-24,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2982417,PRATIK CONSTRUCTION,28-Jun-2025 09:31 PM,Accepted-AOC,Qualified in Transparency lottery,04-Sep-2025 03:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2986724,Premananda Besan,02-Jul-2025 03:43 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 12:17 PM,,,,,,,,,,AOC
