S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,EIC-CIVIL,CE-DPI AND R- 32/2023-24,2024_EICCL_99252_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-Jan-2024 04:30 PM,22-Jan-2024 11:00 AM,06-Jan-2024 04:30 PM,20-Jan-2024 05:30 PM,NA ,NA ,06-Jan-2024 04:30 PM,20-Jan-2024 05:30 PM,01-Feb-2024 11:30 AM,"10,000",0.0,Nil,Nil,No,"18,90,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","Improvement such as widening and strengthening to Jhirpani road to Bandhamunda via Sarna Chowk, CWS Hospital RSP road NIT back side road from 0/000 km to 11/000 km ( excluding Bridge at 0/00 km) in the district of Sundrgarh under State Plan","Improvement such as widening and strengthening to Jhirpani road to Bandhamunda via Sarna Chowk, CWS Hospital RSP road NIT back side road from 0/000 km to 11/000 km (excluding Bridge at 0/00 km) in the district of Sundrgarh under State Plan",Please refer Tender documents. ,NA ,"18,89,72,929",Civil Works - Roads,NA ,Tender,90.0,390.0,In Sundergarh Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",AOC,CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,12-Sep-2025 11:32 AM,finsummary_482594.pdf (655.75 KB),12-Sep-2025,"INR 177,653,451",390.0,Pradipta Kumar Nayak,12-Sep-2025 11:36 AM,JHIRPANIROAD.pdf (656.00 KB),616P1 of 2023-24,Finance,Finance opening,Siba Prasad Panigrahy,01-Feb-2024 11:58 AM,,BOQ Comparative Chart,Technical,Opening of tender,Pradipta Kumar Nayak,22-Jan-2024 03:23 PM,,1.0,2399378.0,MANJU ACHARYA,20-Jan-2024 11:26 AM,Accepted-AOC,L1 bidder,12-Sep-2025 11:36 AM,1.0,2399378.0,MANJU ACHARYA,INR,"177,653,451",EIC-CIVIL,2024_EICCL_99252_9,CE-DPI AND R- 32/2023-24,"Improvement such as widening and strengthening to Jhirpani road to Bandhamunda via Sarna Chowk, CWS Hospital RSP road NIT back side road from 0/000 km to 11/000 km ( excluding Bridge at 0/00 km) in the district of Sundrgarh under State Plan",EIC Civil Odisha,Internal,,Pradipta Kumar Nayak,30-Jan-2024 06:15 PM,01-Feb-2024 11:30 AM,techsummary_482594.pdf (133.67 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2398125.0,M/S RAJ CONSTRUCTION,19-Jan-2024 05:15 PM,Rejected-AOC,L2 bidder,12-Sep-2025 11:36 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2400144.0,Superior Construction Private Limited,20-Jan-2024 04:47 PM,Rejected-AOC,L2 bidder,12-Sep-2025 11:36 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
