Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Executive Engineer, L.I. Division, Berhampur","O/o the Executive Engineer, L.I. Division, Berhampur, At- 1st Gate, Berhampur, Po- Panigrahy Pentho, Odisha, Ganjam, Pin- 760006",07-Apr-2025 12:00 PM,15-Apr-2025 12:00 PM,07-Apr-2025 12:00 PM,14-Apr-2025 05:00 PM,07-Apr-2025 12:00 PM ,10-Apr-2025 05:00 PM ,07-Apr-2025 12:00 PM,14-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of Registration Certificate, PAN, GSTIN, Cost of Bid Online,EMD and Details as per DTCN",1.0,ICICI BANK,"12,810",Yes,percentage,1.0%,Nil,Nil,Raipalli-II T/W and Kesura-II R/L,Reinforcement of L.I. Project.,Please refer Tender documents. ,NA ,"12,81,000",Civil Works - Lift Irrigation Schemes,Lift Irrigation Projects ,Tender,180.0,60.0,Raipalli and Kesura under Sorada Block,760006.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Berhampur",No ,No,"7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,01/2025-26 OLIC (BAM),2025_OLIC_112247_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur",Sibarama Panda,03-Sep-2025 11:57 AM,finsummary_535493.pdf (400.78 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,2025_OLIC_112247_14,01/2025-26 OLIC (BAM),Raipalli-II T/W and Kesura-II R/L,1.0,2883832.0,SUPRABHA PRADHANA,INR,"1,088,745.41",Finance,Four Bidder are Admitted,Sibarama Panda,17-Apr-2025 06:45 PM,,BOQ Comparative Chart,03-Sep-2025,"INR 1,284,720",60.0,Sibarama Panda,03-Sep-2025 12:00 PM,Pkg14.pdf (1412.00 KB),Awarded,1,2883480,JAGANNATH PANIGRAHY,14-Apr-2025 01:01 AM,Rejected-AOC,Reject,03-Sep-2025 12:00 PM,"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur",Sibarama Panda,02-Sep-2025 12:22 PM,techsummary_535493.pdf (400.78 KB),AOC
,,,,,,,,,,,,.pdf,"Affidavit, Registration Documents of Forms- A to F etc as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2883255,JAGANNATH PATRO,13-Apr-2025 08:14 PM,Rejected-AOC,Reject,03-Sep-2025 12:00 PM,,,,,,,AOC
,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2883776,PRAFULA KUMAR SETHY,14-Apr-2025 01:13 PM,Rejected-AOC,Reject,03-Sep-2025 12:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2883832,SUPRABHA PRADHANA,14-Apr-2025 02:14 PM,Accepted-AOC,Accept,03-Sep-2025 12:00 PM,,,,,,,AOC
