Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,2 bids opened successfully,Lipsa Parida,26-Dec-2024 05:38 PM,finance_520210.pdf,BOQ Comparative Chart,1.0,2710528.0,AJAY KUMAR SENAPATI,INR,"962,245",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108179_6,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,Construction of Compound wall and Periphery Development work at Biju Pattanaik Memorial High School Prashanti Vihar in Ward no. - 01,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,01-Sep-2025 01:31 PM,finsummary_520210.pdf (1000.31 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,01-Sep-2025 01:22 PM,techsummary_520210.pdf (1000.31 KB),1,2710528,AJAY KUMAR SENAPATI,25-Dec-2024 07:37 PM,Accepted-AOC,L1 bidder,01-Sep-2025 01:34 PM,01-Sep-2025,"INR 962,245",60.0,Lipsa Parida,01-Sep-2025 01:34 PM,workorder_46_6.pdf (414.00 KB),AOC,"4,000",0.0,Nil,Nil,No,"8,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,2024_ORULB_108179_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,Executive Engineer (Central Tender Cell),"UG Floor,Central Tender Cell, ICOMC Tower,BMC.",1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,13-Dec-2024 04:30 PM,26-Dec-2024 04:30 PM,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,13-Dec-2024 04:30 PM ,18-Dec-2024 04:00 PM ,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,Construction of Compound wall and Periphery Development work at Biju Pattanaik Memorial High School Prashanti Vihar in Ward no. - 01,Construction of Compound wall and Periphery Development work at Biju Pattanaik Memorial High School Prashanti Vihar in Ward no. - 01,Please refer Tender documents. ,NA ,"7,91,788",Civil Works - Others,NA ,Tender,120.0,60.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower,BMC. ",19-Dec-2024 12:00 PM ,CENTRAL TENDER CELL,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2710525,SACHIDA NANDA SETHY,26-Dec-2024 03:23 PM,Rejected-Finance,Rejected,01-Sep-2025 01:31 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
