S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2921684.0,RAJ KISHORE SAHOO,INR,"31,762,520",EIC-CIVIL,2025_EICCL_112844_1,TENDER CALL NOTICE NO.01 OF 2025-26,"Construction of a composite Building to House oil Unit, Honey Unit, Raw Material Bank and Guest House for Weavers at OK AND VI Board Campus at Unit-III, Kharvel Nagar, Bhubaneswar in the District of Khordha for the year 2024-25.",Technical,TOTAL FIVE NUMBER BIDDERS WERE PARTICIPATED IN THIS BID AND THEIR BID ARE VIEWED.,Snigdharani Das,19-May-2025 05:08 PM,technical_537697.pdf,"Manoj Kumar Mahananda,CCE",Internal,"Er.P.Pradhan,S.E.Sri B.Pattnaik,Sr.DAO, Er.S.N.Mishra,E.E. Er. D.Sahoo,J.E.",Manoj Kumar Mahananda,24-Sep-2025 12:50 PM,finsummary_537697.pdf (512.73 KB),"Manoj Kumar Mahananda,CCE",Internal,"Er.Prabhudutta Pradhan, Er. S.Das,.SE,Er.S.N.Mishra, E.E. Sri B.Pattnaik, SrDAO, Er. D.Sahoo, J.E.",Manoj Kumar Mahananda,28-May-2025 05:38 PM,28-May-2025 06:00 PM,techsummary_537697.pdf (444.12 KB),Finance,FINANCIAL BID OPENING SUMMARY UPLOAD,Manoj Kumar Mahananda,07-Jun-2025 04:31 PM,finance_537697.pdf,BOQ Comparative Chart,1,2924966,BANKA BIHARI MALLICK,19-May-2025 02:14 PM,Rejected-Technical,Not qualifying due to non fulfilling of eligibility criteria in similar nature of work as per clause No.14 of the approved DTCN.,28-May-2025 05:38 PM,24-Sep-2025,"INR 31,762,520",360.0,Manoj Kumar Mahananda,24-Sep-2025 01:04 PM,aaaaa.pdf (116.00 KB),work awarded,AOC,"Construction of a composite Building to House oil Unit, Honey Unit, Raw Material Bank and Guest House for Weavers at OK AND VI Board Campus at Unit-III, Kharvel Nagar, Bhubaneswar in the District of Khordha for the year 2024-25.","Construction of a composite Building to House oil Unit, Honey Unit, Raw Material Bank and Guest House for Weavers at OK AND VI Board Campus at Unit-III, Kharvel Nagar, Bhubaneswar in the District of Khordha for the year 2024-25.",Please refer Tender documents. ,NA ,"3,73,63,275",Civil Works - Buildings,NA ,Tender,90.0,360.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"OFFICEOFTHECCECENTRALRANDBCIRCLE,BHUBANESWAR",No ,No,"3,73,633",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"R.C. PAN,EMD,BID COST, ALL MACHINERIES, ALL AFFEDAVITS AND OTHERS AS PER APPROVED DOCUMENTS",EIC-CIVIL,TENDER CALL NOTICE NO.01 OF 2025-26,2025_EICCL_112844_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CHIEFCONSTRUCTIONENGINEERCENTRALRANDBCIRCLEBBSR,"OFFICE OF THE CHIEF CONSTRUCTION ENGINEER, CENTRAL RANDB CIRCLE, BHUBANESWAR",05-May-2025 06:00 PM,19-May-2025 05:00 PM,05-May-2025 06:00 PM,19-May-2025 04:00 PM,NA ,NA ,05-May-2025 06:00 PM,19-May-2025 04:00 PM,28-May-2025 06:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2925097,BHAIRAB CHARAN PATTANAIK,19-May-2025 03:29 PM,Rejected-Technical,Not qualifying due to non fulfilling of eligibility criteria in similar nature of work as per clause No.14 and not qualifying in bid capacity of clause No.12 of approved DTCN.,28-May-2025 05:38 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2917399,MITALIKA SWAIN,16-May-2025 08:17 PM,Rejected-Finance,The bidder possess 1st lowest and found unsuccessful through transparent lottery system,24-Sep-2025 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2921684,RAJ KISHORE SAHOO,16-May-2025 09:24 PM,Accepted-AOC,work awarded,24-Sep-2025 01:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2922392,SUBASH CHANDRA BARIK,17-May-2025 12:55 PM,Rejected-Finance,The bidder possess 1st lowest and found unsuccessful through transparent lottery system,24-Sep-2025 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
