Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara","72,000",Yes,fixed,,Nil,Nil,KID-89 of 2024-25 Protection to scoured bank on Gobari left bank near village Naupala.,Embankment protection,Please refer Tender documents. ,NA ,"72,00,097",Civil Works - Others,NA ,Tender,90.0,180.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",15-Feb-2025 06:00 PM,25-Feb-2025 11:00 AM,15-Feb-2025 06:00 PM,24-Feb-2025 05:00 PM,15-Feb-2025 06:00 PM ,21-Feb-2025 05:00 PM ,15-Feb-2025 06:00 PM,24-Feb-2025 05:00 PM,06-Mar-2025 04:30 PM,1.0,ICICI BANK,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110709_10,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,AOC,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,16-May-2025 01:12 PM,finsummary_530470.pdf (427.56 KB),Technical,Uploaded tender documents of all the bidders have been downloaded successfully.,Rashmiranjan Khuntia,28-Feb-2025 04:28 PM,technical_530470.pdf,"SE, Kendrapada Irrigation Division",Internal,"DAO and AEE, Kendrapada Irrigation Division",Gorasasi Sahoo,06-Mar-2025 04:18 PM,06-Mar-2025 04:30 PM,techsummary_530470.pdf (539.32 KB),Finance,Uploaded financial bid documents of the eligible bidders have been downloaded successfully.,Gorasasi Sahoo,16-May-2025 12:51 PM,finance_530470.pdf,BOQ Comparative Chart,1,2835319,AKASH CHANDRA NAYAK,24-Feb-2025 02:33 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110709_10,e-Procurement Notice No.KID-04 of 2024-25,KID-89 of 2024-25 Protection to scoured bank on Gobari left bank near village Naupala.,1.0,2830140.0,PRANENDU PRADHAN,INR,"7,222,548",03-Sep-2025,"INR 7,222,548",180.0,Gorasasi Sahoo,03-Sep-2025 01:01 PM,89.pdf (456.00 KB),Contract Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2835485,ALOK KUMAR JENA,24-Feb-2025 03:08 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2833210,AMLAN KUMAR PANDA,23-Feb-2025 07:02 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2830131,ANAM DAS,22-Feb-2025 12:29 AM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2823551,ANNADA PRASANNA OJHA,18-Feb-2025 12:31 AM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2833917,ARUN KUMAR SAMAL,24-Feb-2025 12:55 AM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2832815,Ashutosh Patra,24-Feb-2025 12:02 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2835165,ASWINI KUMAR ROUT,24-Feb-2025 02:04 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2830159,AVIRAM SAHOO,23-Feb-2025 08:37 AM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2830085,BARADA PRASANNA PANDA,21-Feb-2025 11:59 PM,Rejected-Finance,Did not win the lottery,16-May-2025 01:12 PM,,,,,,,,,,,,,,,,,AOC
