Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Two bidders are admitted,Rajanikanta Behera,09-Jun-2025 06:15 PM,,BOQ Comparative Chart,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,2025_PRBCN_113919_32,Tenderonline01 BAD/2025-26/2845/22.05.2025,Const of Kolangiri-II Anganwadi centre(AWC) Building,1.0,2955373.0,SANDEEP JENA,INR,"974,554",1,2955006,PARIDA CONSTRUCTION AND SALES,09-Jun-2025 10:24 AM,Rejected-Finance,Rejected in the transparent lottery,05-Sep-2025 08:41 PM,06-Sep-2025,"INR 1,146,399",180.0,Rabindra Kumar Pradhan,06-Sep-2025 05:56 PM,AOC_Kolangiri_II.pdf (400.00 KB),BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,12-Aug-2025 04:10 PM,techsummary_541505.pdf (544.81 KB),BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,05-Sep-2025 08:41 PM,finsummary_541505.pdf (1061.42 KB),AOC,BDO Barchana,PANCHAYAT SAMITI OFFICE BARCHANA,"6,000",Nil,Nil,No,30-May-2025 09:00 AM,09-Jun-2025 11:30 AM,30-May-2025 09:00 AM,09-Jun-2025 11:00 AM,30-May-2025 09:00 AM ,09-Jun-2025 10:00 AM ,30-May-2025 09:00 AM,09-Jun-2025 11:00 AM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, GSTIN, PAN, NRC and other documents as per DTCN","12,000",Yes,fixed,,Nil,Nil,Const of Kolangiri-II Anganwadi centre(AWC) Building,AWC building,Please refer Tender documents. ,NA ,"11,46,399",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Kolangiri GP, Badachana",754296.0,NA ,NA ,NA ,PANCHAYAT SAMITI OFFICE BARCHANA,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,Tenderonline01 BAD/2025-26/2845/22.05.2025,2025_PRBCN_113919_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2955373,SANDEEP JENA,07-Jun-2025 12:48 PM,Accepted-AOC,L1 in the transparent lottery and done agreement submitting all security deposits.,06-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
