Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer (Central Tender Cell),"CENTRAL TENDER CELL,UG FLOOR,ICOMC TOER,BMC",1.0,ICICI BANK,"51,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,31-May-2025 11:30 AM,06-Jun-2025 12:00 PM,31-May-2025 11:30 AM,06-Jun-2025 11:30 AM,31-May-2025 11:30 AM ,03-Jun-2025 11:30 AM ,31-May-2025 11:30 AM,06-Jun-2025 11:30 AM,09-Jun-2025 02:30 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-18/2025-26 dt. 30.05.2025,2025_ORULB_113991_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Repair of drain with placement of cover slabs in w44 45 53 54 55 56 57,"Repair and Reconstruction of drain with placement of cover slabs in ward no 44,45,53,54,55,56,57,58,59,60,61 and 67 of BMC.",Please refer Tender documents. ,NA ,"51,57,939",Civil Works - Others,NA ,Tender,120.0,60.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"CENTRAL TENDER CELL,UG FLOOR,ICOMC TOER,BMC ",03-Jun-2025 04:00 PM ,CENTRAL TENDER CELL,No ,No,AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_113991_1,BMC-EE-Tender Cell-18/2025-26 dt. 30.05.2025,Repair of drain with placement of cover slabs in w44 45 53 54 55 56 57,Technical,5 bids opened successfully,Lipsa Parida,06-Jun-2025 01:01 PM,technical_541601.pdf,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYASSTCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,25-Sep-2025 01:53 PM,finsummary_541601.pdf (977.12 KB),1.0,2951614.0,BHUASUNI PRECAST PVT.LTD.,INR,"5,174,022",1,2953165,ASIT KUMAR DALAI,05-Jun-2025 05:39 PM,Rejected-Finance,Rejected,25-Sep-2025 01:53 PM,25-Sep-2025,"INR 5,174,022",60.0,Lipsa Parida,25-Sep-2025 01:57 PM,wo_112_25.pdf (1529.00 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Jun-2025 01:11 PM,09-Jun-2025 02:30 PM,techsummary_541601.pdf (250.32 KB),Finance,5 bids opened successfully,Lipsa Parida,09-Jun-2025 02:47 PM,finance_541601.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2951614,BHUASUNI PRECAST PVT.LTD.,04-Jun-2025 07:05 PM,Accepted-AOC,L1 bidder,25-Sep-2025 01:57 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2953154,RASHMIKANTA ROUT,05-Jun-2025 05:35 PM,Rejected-Finance,Rejected,25-Sep-2025 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2953175,SRI SUMAN BEHERA,05-Jun-2025 06:22 PM,Rejected-Finance,Rejected,25-Sep-2025 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2953413,SUSANTA KUMAR PATRA,05-Jun-2025 09:17 PM,Rejected-Finance,Rejected,25-Sep-2025 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC
