Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
08-May-2025 11:30 AM,20-May-2025 09:00 AM,08-May-2025 11:30 AM,19-May-2025 01:00 PM,NA ,NA ,08-May-2025 11:30 AM,19-May-2025 01:00 PM,Construction of 06 Nos. RRHS in Government buildings of Bahanaga and Remuna Block of Balasore District Under CHHATA Scheme for the FY 2025-26,Construction of 06 Nos. RRHS in Government buildings of Bahanaga and Remuna Block of Balasore District Under CHHATA Scheme for the FY 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,BAHANAGA AND REMUNA,756042.0,NA ,NA ,NA ,"O/O the Deputy Director, Geology, GWD, Baripada",No ,No,"15,600",Yes,fixed,,Nil,Nil,Deputy Director Geology,"O/O the Deputy Director Geology, GWD Division, Baripada, At/Po- Takatpur, Baripada, Mayurbhanj-757003",1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER DOCUMENT,"6,000",0.0,Nil,Nil,No,Ground Water Survey and Investigation,06/GWDBPD/CHHATA/2025-26,2025_GWSI_113215_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,DINESH KUMAR NAYAK,Internal,DINESH KUMAR NAYAK JYOTI RANJAN MISHRA KHELARAM SOREN LAXMIPRIYA TUDU DIBYAKANTA DAS,Dinesh Kumar Nayak,22-May-2025 06:23 PM,techsummary_538801.pdf (890.40 KB),Ground Water Survey and Investigation,2025_GWSI_113215_1,06/GWDBPD/CHHATA/2025-26,Construction of 06 Nos. RRHS in Government buildings of Bahanaga and Remuna Block of Balasore District Under CHHATA Scheme for the FY 2025-26,1.0,2922780.0,RAMAKANTA BISWAL,INR,"1,321,790.352",1,2924383,ABANTI DAS ADHIKARI,19-May-2025 11:38 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,05-Jun-2025,"INR 1,321,790.352",60.0,Dinesh Kumar Nayak,17-Sep-2025 05:33 PM,06GWDBPDCHHATA.pdf (480.00 KB),DINESH KUMAR NAYAK,Internal,DINESH KUMAR NAYAK KHELARAM SOREN LAXMIPRIYA TUDU JYOTI RANJAN MISHRA DIBYAKANTA DAS,Dinesh Kumar Nayak,22-May-2025 06:35 PM,finsummary_538801.pdf (890.40 KB),Finance,The bids received against the above bid reference was opened online on dt-20.05.2025 at 09.00 hours. No bidder/ bidder representative was present during the bid opening. The following29 (Twenty Nine) bidders have participated in the bid.,Dinesh Kumar Nayak,21-May-2025 11:37 AM,finance_538801.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2,2924042,AMRUT CONSTRUCTION & ENGINEERING SERVICES,18-May-2025 11:20 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2918895,ANUSUYA NAYAK,17-May-2025 09:07 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2922931,BALABHADRA NARAYAN DASH,17-May-2025 04:43 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2924388,BHARATA LAXMI BISWAL,19-May-2025 11:42 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2923686,BIBEKANANDA PRADHAN,19-May-2025 09:26 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2920256,DEEPAK ROUTRAY,16-May-2025 04:52 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2918782,HRUSIKESH ROUT,15-May-2025 12:45 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2923922,Jagadish Swain,18-May-2025 09:24 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2920257,JHARANA BISWAL PROPRIETOR OF JK CONSTRUCTIONS,16-May-2025 11:14 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:33 PM,,,,,,,,,,,,,,,,,,,AOC
