Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC","Construction of Compound wall , Gate, Cattle trap of PHC(N) Madhapur for the year 2024-25.","Construction of Compound wall , Gate, Cattle trap of PHC(N) Madhapur for the year 2024-25.",Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,"10,080",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK","6,000",0.0,Nil,Nil,No,06-Feb-2025 06:55 PM,14-Feb-2025 11:00 AM,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,06-Feb-2025 06:55 PM ,12-Feb-2025 03:00 PM ,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110261_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,,Saraseebala Behera,10-Sep-2025 11:38 AM,finsummary_528897.pdf (1133.65 KB),Executive Engineer,Internal,,Saraseebala Behera,10-Sep-2025 11:33 AM,techsummary_528897.pdf (889.97 KB),1,2813617,BASANTA KUMAR MAHARANA,12-Feb-2025 04:05 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,1.0,2810955.0,CHANDAN KUMAR BAL,INR,"857,267.82",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110261_14,SE/BDK-II/TCN-12/2024-25,"Construction of Compound wall , Gate, Cattle trap of PHC(N) Madhapur for the year 2024-25.",10-Sep-2025,"INR 857,267.82",60.0,Saraseebala Behera,10-Sep-2025 11:42 AM,wo14.pdf (764.00 KB),Finance,total 14 bidders accepted,Lambodar Naik,17-Feb-2025 12:22 PM,,BOQ Comparative Chart,AOC
,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2804010,Biswaranjan Samal,08-Feb-2025 04:08 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2815117,BRAJASUNDAR MOHANTY,13-Feb-2025 11:54 AM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2810955,CHANDAN KUMAR BAL,12-Feb-2025 11:20 AM,Accepted-AOC,Selected through transparent lottery system,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2803991,Dipak Kumar Das,08-Feb-2025 03:56 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2815007,GANGADHAR DAS,13-Feb-2025 10:55 AM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2810498,Hrushikesh Sahoo,11-Feb-2025 04:58 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2803569,Murchhana Sahoo,08-Feb-2025 10:18 AM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2810640,NIRAKAR MALLICK,11-Feb-2025 05:35 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2803869,PRIYADARSHAN NAYAK,08-Feb-2025 03:55 PM,Rejected-AOC,rejected,10-Sep-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,AOC
