Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",10-Jul-2025 06:00 PM,28-Jul-2025 11:00 AM,10-Jul-2025 06:00 PM,25-Jul-2025 05:00 PM,NA ,NA ,10-Jul-2025 06:00 PM,25-Jul-2025 05:00 PM,"38,820",Yes,fixed,,Nil,Nil,1,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/30/2025,2025_RMC_115411_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of road and drain, Ram singh gali to Hari Pantha house via fish market infront toile in w.n. 25 under RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"38,82,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"6,000",Nil,Nil,No,AOC,1.0,3011505.0,MAA SAMALEI TRADERS,INR,"3,300,117.21",20-Sep-2025,"INR 3,300,117.21",90.0,Manas Biswal,20-Sep-2025 12:14 PM,BID30.pdf (1196.00 KB),Awarded to Maa Samalei Traders,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,20-Sep-2025 11:57 AM,finsummary_545706.pdf (1196.19 KB),Rourkela Municipal Corporation,2025_RMC_115411_1,MC/RMC/30/2025,"Construction of road and drain, Ram singh gali to Hari Pantha house via fish market infront toile in w.n. 25 under RMC, Rourkela.",1,3010811,KARTIK DAS,24-Jul-2025 01:39 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 01:35 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,04-Sep-2025 01:35 PM,techsummary_545706.pdf (1196.19 KB),Finance,EMD refund,Manas Biswal,04-Sep-2025 12:29 PM,finance_545706.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,3011505,MAA SAMALEI TRADERS,25-Jul-2025 11:11 AM,Accepted-AOC,By The Tender Committee,20-Sep-2025 12:14 PM,,,,,,,,,,,,,AOC
