Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
04-Sep-2025,"INR 62,776,170.746",272.0,Prabhakara Behera,04-Sep-2025 05:08 PM,AOCTentulikhunti.pdf (756.00 KB),"Award of contract to Sri Ankit Kumar Agrawal, A Class Engineering Contractor through transparency lottery system",CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_110486_24,CCERWCSBD Online - 18/2024-25,Improvement of of Tentulikhunti-Mangardora road under MMSY-Improvement of Existing RD Road in the Districts of Nabarangpur for the year 2024-25.,1.0,2851496.0,Ankit Kumar Agrawal,INR,"53,366,022.76",1,2850028,ALOK KUMAR BISOYI,11-Mar-2025 04:06 PM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,Finance,cs,Prabhakara Behera,04-Sep-2025 04:55 PM,finance_532447.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,,Rinku Nahak,28-Apr-2025 05:02 PM,02-May-2025 11:00 AM,techsummary_532447.pdf (2096.46 KB),Technical,bidders name,Prabhakara Behera,29-Mar-2025 12:48 PM,technical_532447.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda",Prabhakara Behera,04-Sep-2025 05:02 PM,finsummary_532447.pdf (705.31 KB),AOC,07-Mar-2025 09:00 AM,13-Mar-2025 11:00 AM,07-Mar-2025 09:00 AM,12-Mar-2025 05:00 PM,07-Mar-2025 09:00 AM ,11-Mar-2025 02:00 PM ,07-Mar-2025 09:00 AM,12-Mar-2025 05:00 PM,02-May-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,1.0,corrigendum-4,Technical Bid,,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 18/2024-25,2025_CERWI_110486_24,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of of Tentulikhunti-Mangardora road under MMSY-Improvement of Existing RD Road in the Districts of Nabarangpur for the year 2024-25.,Improvement of of Tentulikhunti-Mangardora road under MMSY-Improvement of Existing RD Road in the Districts of Nabarangpur for the year 2024-25.,N.A. ,NA ,"6,27,76,000",Civil Works - Roads,NA ,Tender,90.0,272.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,"6,28,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,2,2851496,Ankit Kumar Agrawal,12-Mar-2025 04:33 PM,Accepted-AOC,"Award of contract to Sri Ankit Kumar Agrawal, A Class Engineering Contractor through transparency lottery system",04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,3,2850939,JAY PRAKASH SHARMA,12-Mar-2025 04:54 PM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,AOC
,,,,,,,,,,,,,,,,4,2852404,JMBG CONSTRUCTION,12-Mar-2025 04:52 PM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,5,2852482,MUND INFRAPROJECTS,12-Mar-2025 04:58 PM,Rejected-Technical,DISQUALIFIED,28-Apr-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2851604,SANAT KUMAR GHOSE,12-Mar-2025 12:33 PM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2852151,SPAN INFRA BUILDERS PVT. LTD,12-Mar-2025 04:07 PM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,2851549,SUBARAO SENAPATI,12-Mar-2025 11:48 AM,Rejected-AOC,REJECT,04-Sep-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
