Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Rajendra Marndi,Internal,"ESTIMATOR cum AEE,DAO,SE",RAJENDRA KUMAR MARNDI,14-Jul-2025 07:00 PM,techsummary_544701.pdf (1037.88 KB),19-Aug-2025,"INR 731,519",30.0,RAJENDRA KUMAR MARNDI,16-Sep-2025 05:51 PM,AOC5.pdf (658.00 KB),1,2989145,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",05-Jul-2025 05:49 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,1.0,2988510.0,LAXMIDHRA BHUYAN,INR,"731,519",Finance,All the bid documents are downloaded successfully.,RAJENDRA KUMAR MARNDI,14-Jul-2025 01:22 PM,,BOQ Comparative Chart,Rajendra Marndi,Internal,"SE,DAO,ESTIMATOR",RAJENDRA KUMAR MARNDI,28-Jul-2025 12:11 PM,finsummary_544701.pdf (669.74 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,2025_CEMWR_114986_1,SE/MDS-01(5)/2025-26,Supply fabrication and erection of 01 nos HR Gate and Hoisting System of Chimila Minor at RD 6501m of Kanpur Main Canal under Kanpur Canal Division I Jhumpura,AOC,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,ADHAAR,GST,EPF,ESI,RC,LC,EMD as per DTCN",S.E Mechanical Salapada,Office of SE Mechanical Division Salapada Keonjhar Odisha,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,SE/MDS-01(5)/2025-26,2025_CEMWR_114986_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Supply fabrication and erection of 01 nos HR Gate and Hoisting System of Chimila Minor at RD 6501m of Kanpur Main Canal under Kanpur Canal Division I Jhumpura,Gate Works,Please refer Tender documents. ,NA ,"8,60,509",Mechanical Works,NA ,Tender,90.0,30.0,Jhumpura,758031.0,NA ,NA ,NA ,Office of SE Mechanical Division Salapada,No ,No,"8,605",No,fixed,,Nil,Nil,30-Jun-2025 12:45 PM,08-Jul-2025 11:00 AM,30-Jun-2025 12:45 PM,07-Jul-2025 05:00 PM,NA ,NA ,30-Jun-2025 12:45 PM,07-Jul-2025 05:00 PM,AOC
,,,,,,,,,,,,2,2992316,BAANI CONSTRUCTION,07-Jul-2025 04:18 PM,Rejected-Technical,Documents are not furnished as per DTCN,14-Jul-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2988558,BANASHREE BHUYAN,07-Jul-2025 12:30 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2988510,LAXMIDHRA BHUYAN,07-Jul-2025 01:06 PM,Accepted-AOC,Winner of the lottery,16-Sep-2025 05:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2988490,M/S Abirvab Steel Product,05-Jul-2025 04:11 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2985023,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Jul-2025 01:25 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2988521,M/S Ashreebad Fabricators,05-Jul-2025 04:56 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2985044,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Jul-2025 01:39 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2991912,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,07-Jul-2025 04:25 PM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2989526,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,05-Jul-2025 08:40 AM,Rejected-Finance,Loser of Lottery,28-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
