Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Er Soumya Kishore Jaipuria,Internal,"Er Manoj Kumar Dash Estimator, Er Sourav Kumar Dash AEE, Sri Dilip Kumar Shaw DAO",SOUMYA KISHORE JAIPURIA,02-Jul-2025 05:38 PM,techsummary_540837.pdf (357.45 KB),15-Jul-2025,"INR 736,859",60.0,SOUMYA KISHORE JAIPURIA,16-Sep-2025 12:52 PM,parking.pdf (1340.00 KB),selected as L1 bidder through transparent lottery system,1,2949582,ADITYA KUMAR DURIA,03-Jun-2025 11:26 AM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,1.0,2951283.0,NANDA KISHOR AGRAWAL,INR,"736,859",Finance,Thirteen numbers of bidders are participated in this tender,SOUMYA KISHORE JAIPURIA,02-Jul-2025 05:27 PM,finance_540837.pdf,BOQ Comparative Chart,Er Soumya Kishore Jaipuria,Internal,"Er Manoj Kumar Dash Estimator, Er Sourav Kumar Dash AEE, Sri Dilip Kumar Shaw DAO",SOUMYA KISHORE JAIPURIA,02-Jul-2025 06:01 PM,finsummary_540837.pdf (395.00 KB),CCE Lower Indra Irr. Project Nuapada||CCE LIP||EE Lower Indra Canal Divn. Khariar,2025_CCELI_113760_3,SELIC 03/2025-26,Improvement of Parking area and installation of Drinking water facility in Downstream area of Dyke No-I at Dam Site Tikhali of Lower Indra Irrigation Project.,AOC,CCE Lower Indra Irr. Project Nuapada||CCE LIP||EE Lower Indra Canal Divn. Khariar,SELIC 03/2025-26,2025_CCELI_113760_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"8,700",Yes,fixed,,Nil,Nil,SE LI CANAL DIVISION KHARIAR,"O/o THE SE LI CANAL DIVISION KHARIAR,DIST-NUAPADA, PIN-766107",Improvement of Parking area and installation of Drinking water facility in Downstream area of Dyke No-I at Dam Site Tikhali of Lower Indra Irrigation Project.,Improvement of Parking area and installation of Drinking water facility in Downstream area of Dyke No-I at Dam Site Tikhali of Lower Indra Irrigation Project.,Please refer Tender documents. ,NA ,"8,66,791",Civil Works - Others,NA ,Tender,90.0,60.0,DAM SITE TIKHALI,766107.0,NA ,NA ,NA ,O/o THE SE LI CANAL DIVISION KHARIAR,No ,No,"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,GST,PAN,RC,NRC,EMD Affidavit,No litigation certificate, any other documents as per DTCN",26-May-2025 10:00 AM,05-Jun-2025 09:00 AM,26-May-2025 10:00 AM,04-Jun-2025 05:00 PM,26-May-2025 10:00 AM ,01-Jun-2025 05:00 PM ,26-May-2025 10:00 AM,04-Jun-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,2950141,BIKASH KUMAR PANDA,03-Jun-2025 05:21 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITIES,,,,,,,,,AOC
,,,,,,,,,,,,,3,2948122,BIKRAM CHOUDHURY,02-Jun-2025 01:07 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2947114,DUSILA SAHU,02-Jun-2025 11:45 AM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2947188,HARE KRUSHNASABAR,01-Jun-2025 07:55 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2951220,JANAK RAM DURIA,04-Jun-2025 04:01 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2945383,MUNIRAM BEHERA,31-May-2025 05:28 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2951283,NANDA KISHOR AGRAWAL,04-Jun-2025 03:31 PM,Accepted-AOC,selected as L1 bidder through transparent lottery system,16-Sep-2025 12:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2950310,NETRANANDA MEHER,03-Jun-2025 11:37 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2951325,RAJESWARI SINGHBABU,04-Jun-2025 03:47 PM,Rejected-Finance,Not selected as L1 bidder in transparent lottery system,02-Jul-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
