Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE OFFICER,RAYAGADA MUNICIPALITY,"16,940",Yes,fixed,,Nil,Nil,30-May-2025 11:30 AM,19-Jun-2025 11:30 AM,30-May-2025 11:30 AM,18-Jun-2025 05:30 PM,NA ,NA ,30-May-2025 11:30 AM,18-Jun-2025 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE EMD PAPER COST GST ETC,"6,000",0.0,Nil,Nil,No,"Periphery development with factory made CC inter locking Paver block for Wealth center near PHD pump house in ward no-03, under Rayagada Municipality","Periphery development with factory made CC inter locking Paver block for Wealth center near PHD pump house in ward no-03, under Rayagada Municipality",Please refer Tender documents. ,NA ,"16,94,067",Civil Works - Others,NA ,Rate Contract,90.0,30.0,RAYAGADA,765001.0,NA ,NA ,NA ,RAYAGADA MUNICIPALITY,No ,No,Municipal Bodies||Rayagada Municipality,RGDA-MUN-01/2025-26,2025_ORULB_113894_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,11-Sep-2025,"INR 1,440,127",30.0,Bulu Sethy,11-Sep-2025 11:53 AM,9.pdf (1875.00 KB),1,2972308,AJAYA KUMAR RATH,18-Jun-2025 03:58 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,"Chairperson, Rayagada Muncipality",Internal,,Bulu Sethy,11-Sep-2025 11:31 AM,techsummary_541257.pdf (521.78 KB),Municipal Bodies||Rayagada Municipality,2025_ORULB_113894_9,RGDA-MUN-01/2025-26,"Periphery development with factory made CC inter locking Paver block for Wealth center near PHD pump house in ward no-03, under Rayagada Municipality","Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,11-Sep-2025 11:48 AM,finsummary_541257.pdf (521.78 KB),Finance,DOWNLOADED FOR FINAL SCRUTINY,Kuldeep Kumar,26-Jun-2025 05:30 PM,finance_541257.pdf,BOQ Comparative Chart,1.0,2972196.0,MOHAN KANDHAPANI,INR,"1,440,127",AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2970626,AJIT KUMAR SENAPATI,17-Jun-2025 01:47 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2972208,AMBIKA GOUDA,18-Jun-2025 02:54 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2972177,ANJAN SABAT,18-Jun-2025 02:16 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2970986,BHAVANI PRASAD PATTANAIK,17-Jun-2025 04:13 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2968773,DAMBARUDHAR MAJHI,16-Jun-2025 01:08 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2971618,DEBADATTA NANDA,18-Jun-2025 10:48 AM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2963747,DILLIP KUMAR SAHU,13-Jun-2025 05:51 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2972009,DURJADHANA MAJHI,18-Jun-2025 01:43 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2966122,GITANJALI BEHERA,13-Jun-2025 07:19 PM,Rejected-Finance,Not qualified in Lottery system,11-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
