S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2265746.0,Karpur Barik,INR,"990,400",Finance,attached,Panchanan Sethy,16-Sep-2025 12:27 PM,finance_459511.pdf,BOQ Comparative Chart,Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,16-Sep-2025 12:38 PM,finsummary_459511.pdf (2257.52 KB),Municipal Bodies||Polasara NAC,2023_ORULB_93911_27,NAC/PLS-02/2023-24,Completion of incomplete of community center near Langeleswar temple of N.A.C Polasara,Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,16-Sep-2025 12:34 PM,techsummary_459511.pdf (2257.52 KB),16-Sep-2025,"INR 839,372.18",90.0,Panchanan Sethy,16-Sep-2025 12:56 PM,27.pdf (246.00 KB),1,2265753,D. Pandaba Patro,21-Sep-2023 09:03 PM,Rejected-AOC,Highest Bidder,16-Sep-2025 12:56 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,720",0.0,Nil,Nil,No,08-Sep-2023 11:00 AM,25-Sep-2023 11:00 AM,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,08-Sep-2023 11:00 AM ,22-Sep-2023 05:30 PM ,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,EXECUTIVE OFFICER NAC POLASARA,"NOTIFIED AREA COUNCIL POLASARA,NEAR BUS STAND,MAIN ROAD,POLASARA",Completion of incomplete of community center near Langeleswar temple of N.A.C Polasara,Completion of incomplete of community center near Langeleswar temple of N.A.C Polasara,Please refer Tender documents. ,NA ,"8,39,372",Civil Works - Others,NA ,Tender,90.0,90.0,NAC AREA OF NAC POLASARA,761105.0,NA ,NA ,NA ,NAC OFFICE NAC POLASARA,No ,No,1,ICICI BANK,Municipal Bodies||Polasara NAC,NAC/PLS-02/2023-24,2023_ORULB_93911_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,394",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2265746,Karpur Barik,21-Sep-2023 09:06 PM,Accepted-AOC,lowest bidder,16-Sep-2025 12:56 PM,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
