Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,TOTAL 18 BIDDERS ACCEPTED,Lambodar Naik,19-Feb-2025 12:27 PM,,BOQ Comparative Chart,12-Sep-2025,"INR 392,833.29",30.0,Saraseebala Behera,12-Sep-2025 01:37 PM,w1829.pdf (624.00 KB),1,2815935,AJAYA KUMAR SAHOO,13-Feb-2025 02:58 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,1.0,2810761.0,NIRAKAR MALLICK,INR,"392,833.29",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110261_22,SE/BDK-II/TCN-12/2024-25,"Construction of Compound wall,and Approach road, at SC Motto for the year 2024-25.",Executive Engineer,Internal,,Saraseebala Behera,12-Sep-2025 01:30 PM,techsummary_528960.pdf (1104.37 KB),Executive Engineer,Internal,,Saraseebala Behera,12-Sep-2025 01:34 PM,finsummary_528960.pdf (1043.41 KB),AOC,"Construction of Compound wall,and Approach road, at SC Motto for the year 2024-25.","Construction of Compound wall,and Approach road, at SC Motto for the year 2024-25.",Please refer Tender documents. ,NA ,"4,62,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110261_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"4,620",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC","O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK",06-Feb-2025 06:55 PM,14-Feb-2025 11:00 AM,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,06-Feb-2025 06:55 PM ,12-Feb-2025 03:00 PM ,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,2804029,Biswaranjan Samal,08-Feb-2025 04:19 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,2815149,BRAJASUNDAR MOHANTY,13-Feb-2025 12:10 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2810921,CHANDAN KUMAR BAL,12-Feb-2025 11:11 AM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2816227,Chittaranjan Ghosh,13-Feb-2025 04:33 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2804021,Dipak Kumar Das,08-Feb-2025 04:06 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2815023,GANGADHAR DAS,13-Feb-2025 11:13 AM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2810536,Hrushikesh Sahoo,11-Feb-2025 05:10 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2809284,KEDAR KUMAR NAYAK,11-Feb-2025 10:24 AM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2803588,Murchhana Sahoo,08-Feb-2025 10:39 AM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2810761,NIRAKAR MALLICK,11-Feb-2025 06:10 PM,Accepted-AOC,Selected through transparent lottery system,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2813856,PRASANT KUMAR MAJHI,12-Feb-2025 05:57 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,2803877,PRIYADARSHAN NAYAK,08-Feb-2025 04:04 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,14,2809418,Santosh Dhal,11-Feb-2025 12:05 PM,Rejected-AOC,REJECTED,12-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
