Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,COMPARATIVE STATEMENT,Anil Kumar Das,16-Apr-2025 02:54 PM,finance_534958.pdf,BOQ Comparative Chart,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_111988_21,EERWPH-40/2024-25,Renovation of PH works to Dispensary building at GAD Karanjia of Champua block in the district of Keonjhar for the year 2023-24.,1.0,2880894.0,AKHOJI RAY,INR,"521,948",1,2880894,AKHOJI RAY,10-Apr-2025 04:08 PM,Accepted-AOC,Qualified in Transparency lottery,22-Sep-2025 12:28 PM,19-Sep-2025,"INR 521,948",90.0,Anil Kumar Das,22-Sep-2025 12:28 PM,5541.pdf (324.00 KB),Executive Engineer,Internal,,Anil Kumar Das,28-Apr-2025 02:16 PM,techsummary_534958.pdf (528.84 KB),Executive Engineer,Internal,,Anil Kumar Das,19-Sep-2025 01:48 PM,finsummary_534958.pdf (60.84 KB),AOC,1.0,ICICI BANK,"6,200",Yes,fixed,,Nil,Nil,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.","4,000",0.0,Nil,Nil,No,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-40/2024-25,2025_CERWI_111988_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Renovation of PH works to Dispensary building at GAD Karanjia of Champua block in the district of Keonjhar for the year 2023-24.,Renovation of PH works to Dispensary building at GAD Karanjia of Champua block in the district of Keonjhar for the year 2023-24.,Please refer Tender documents. ,NA ,"6,13,984",Civil Works - Buildings,NA ,Tender,90.0,NA ,Karanjia,758047.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,AOC
,,,,,,,,,,,,,,,2,2878990,GURUDEV NAIK,11-Apr-2025 08:31 AM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2879188,KAPILA CHARAN MALIK,08-Apr-2025 05:41 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2882460,M/S SAI CONSTRUCTION,11-Apr-2025 04:08 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2880776,PRADEEP KUMAR SAHOO,11-Apr-2025 12:43 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2882456,PRAKASH GHADEI,11-Apr-2025 04:04 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2882436,SANKARSHAN BARIK,11-Apr-2025 03:58 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2878966,SUMIT SAGAR SAHOO,11-Apr-2025 01:22 PM,Rejected-Finance,Not Qualified in Transparency lottery,19-Sep-2025 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
