S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3028650.0,RATNAKAR NAIK,INR,"22,991,872",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115875_20,08/OPHWC/2025-26,Constn. of 8 F type Staff Qtrs. at Aharpada Fire Station in Keonjhar District,1,3026667,BISHNU PRASAD SETHY,07-Aug-2025 07:10 PM,Rejected-Finance,DUE TO L2 BIDDER,26-Sep-2025 04:13 PM,26-Sep-2025,"INR 22,991,872",300.0,Bikram Keshari Malla,26-Sep-2025 04:17 PM,WORKORDER.pdf (535.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 24.09.2025,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,11-Sep-2025 07:46 PM,12-Sep-2025 10:30 AM,techsummary_546926.pdf (353.82 KB),Finance,financial bid opened,Bikram Keshari Malla,12-Sep-2025 11:02 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,26-Sep-2025 04:13 PM,finsummary_546926.pdf (924.29 KB),Technical,4 Nos. of bidders have been participated,Bikram Keshari Malla,12-Aug-2025 03:45 PM,,AOC,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,08/OPHWC/2025-26,2025_OSPHW_115875_20,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","2,55,400",Yes,fixed,,Nil,Nil,Constn. of 8 F type Staff Qtrs. at Aharpada Fire Station in Keonjhar District,Building Work,Please refer Tender documents  ,NA ,"2,55,43,686",Civil Works - Buildings,NA ,Tender,90.0,300.0,Keonjhar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,24-Jul-2025 09:00 AM,11-Aug-2025 10:30 AM,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,12-Sep-2025 10:30 AM,AOC
,,,,,,,,,2,3028591,MANAMOHAN BARAL,08-Aug-2025 03:38 PM,Rejected-Finance,DUE TO L1 BIDDER BUT SC CONTRACTOR GET WORK,26-Sep-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3028666,Mr. Laxmi Narayan Giri,08-Aug-2025 03:30 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110 (k),11-Sep-2025 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3028650,RATNAKAR NAIK,08-Aug-2025 04:45 PM,Accepted-AOC,QUALIFIED BIDDER,26-Sep-2025 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
