Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,EMD refund,Manas Biswal,10-Sep-2025 11:28 AM,finance_544215.pdf,BOQ Comparative Chart,1,2990089,ECO ELECTRIC POWER SOLUTIONS,05-Jul-2025 12:26 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:48 AM,techsummary_544215.pdf (1186.48 KB),Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:58 AM,finsummary_544215.pdf (1186.48 KB),Rourkela Municipal Corporation,2025_RMC_114799_3,MC/RMC/27/2025,"Repair and Replacement of Pathway lights from Chhend Chowk to Space Chowk Both Side, Rourkela.",10-Sep-2025,"INR 1,842,698.52",90.0,Manas Biswal,10-Sep-2025 12:06 PM,BID27.pdf (1186.00 KB),Awarded to Prabaha Enterprises,1.0,2990698.0,PRABAHA ENTERPRISES,INR,"1,842,698.52",AOC,"21,680",Yes,fixed,,Nil,Nil,"Repair and Replacement of Pathway lights from Chhend Chowk to Space Chowk Both Side, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"21,68,000",Electrical Works,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",1.0,ICICI BANK,24-Jun-2025 06:00 PM,09-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,Rourkela Municipal Corporation,MC/RMC/27/2025,2025_RMC_114799_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,AOC
,,,,,,2,2991923,EDITION INTERNATIONAL,07-Jul-2025 12:22 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2986175,Hindusthan Electric Company,06-Jul-2025 10:56 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2988812,JBS ENTERPRISES,04-Jul-2025 03:06 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2990486,JUPITER ENGINEERS,05-Jul-2025 04:12 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2991870,KALINGA ELECTRICAL WORKS,07-Jul-2025 12:46 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2992975,MARUTI CONSTRUCTIONS,08-Jul-2025 12:14 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2992708,M/S AJAY KUMAR DAS,07-Jul-2025 09:11 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2990312,M/s. EASTERN ENGINEERING,05-Jul-2025 04:04 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2985437,M/S GANGA ELECTRIC,01-Jul-2025 04:27 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,2993280,MS SHREEMAA ELECTRICAL CONSTRUCTION,08-Jul-2025 02:53 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,2992692,M/S SRIKALI ENTERPRISES,08-Jul-2025 01:12 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,2984798,M/s.TULSHI ENTERPRISES,02-Jul-2025 07:47 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
