EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"5,040",Yes,percentage,1.0%,Nil,Nil,Special Repair to Govt. Homeopathic dispensary building at Sudarsanpur for the year 2024-25.,Special Repair to Govt. Homeopathic dispensary building at Sudarsanpur for the year 2024-25.,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-07/2024-25,2024_CERWI_108808_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD,,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",27-Dec-2024 04:00 PM,04-Jan-2025 04:00 PM,27-Dec-2024 04:00 PM,04-Jan-2025 02:00 PM,27-Dec-2024 04:00 PM ,03-Jan-2025 03:00 PM ,27-Dec-2024 04:00 PM,04-Jan-2025 02:00 PM,"O/o EE R.W.DIVISION-II,BHADRAK","O/o The EE R.W.DIVISION-II,BHADRAK","4,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,,Saraseebala Behera,08-Sep-2025 01:38 PM,finsummary_522251.pdf (610.18 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2024_CERWI_108808_8,SE/BDK-II/TCN-07/2024-25,Special Repair to Govt. Homeopathic dispensary building at Sudarsanpur for the year 2024-25.,1.0,2724272.0,ANNAPURNA GHOSH,INR,"428,758.13",Finance,front,Lambodar Naik,06-Jan-2025 11:29 AM,,BOQ Comparative Chart,08-Sep-2025,"INR 428,758.13",60.0,Saraseebala Behera,08-Sep-2025 01:43 PM,wo8.pdf (707.00 KB),1,2724272,ANNAPURNA GHOSH,03-Jan-2025 06:44 AM,Accepted-AOC,Selected through transparent lottery system,08-Sep-2025 01:43 PM,Executive Engineer,Internal,,Saraseebala Behera,08-Sep-2025 01:35 PM,techsummary_522251.pdf (610.97 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2727453,Kamala Kanta Das,03-Jan-2025 10:37 PM,Rejected-AOC,Rejected,08-Sep-2025 01:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2725323,Lipak Kumar Muduli,03-Jan-2025 01:04 PM,Rejected-AOC,Rejected,08-Sep-2025 01:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2723132,PITAMBER NAYAK,02-Jan-2025 05:20 PM,Rejected-AOC,Rejected,08-Sep-2025 01:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2727705,Susmita Sethi,04-Jan-2025 09:36 AM,Rejected-AOC,Rejected,08-Sep-2025 01:43 PM,,,,,,,AOC
