Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,2 bids opened successfully,Lipsa Parida,27-Dec-2024 02:41 PM,finance_520226.pdf,BOQ Comparative Chart,1.0,2710182.0,M/S DAKHINAKALI ENTERPRISERS,INR,"937,896",Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108179_13,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,Improvement of Road and Restoration at Nandan Vihar in ward no. - 02,1,2710972,MANAS KUMAR MANIA,25-Dec-2024 06:32 PM,Rejected-Finance,Rejected,11-Sep-2025 04:08 PM,11-Sep-2025,"INR 937,896",45.0,Lipsa Parida,11-Sep-2025 04:15 PM,Wo_46_13.pdf (467.00 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Sep-2025 04:04 PM,techsummary_520226.pdf (1016.11 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Sep-2025 04:08 PM,finsummary_520226.pdf (1016.11 KB),AOC,Executive Engineer (Central Tender Cell),"UG Floor,Central Tender Cell, ICOMC Tower,BMC.","7,800",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-46/2024-25 Dt. 11.12.2024,2024_ORULB_108179_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,Improvement of Road and Restoration at Nandan Vihar in ward no. - 02,Improvement of Road and Restoration at Nandan Vihar in ward no. - 02,Please refer Tender documents. ,NA ,"7,71,752",Civil Works - Roads,NA ,Tender,120.0,45.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor,Central Tender Cell, ICOMC Tower,BMC. ",19-Dec-2024 12:00 PM ,CENTRAL TENDER CELL,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,13-Dec-2024 04:30 PM,26-Dec-2024 04:30 PM,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,13-Dec-2024 04:30 PM ,18-Dec-2024 04:00 PM ,13-Dec-2024 04:30 PM,26-Dec-2024 04:00 PM,AOC
,,,,,,,,,,,,,,,2,2710182,M/S DAKHINAKALI ENTERPRISERS,26-Dec-2024 12:38 PM,Accepted-AOC,L1 bidder,11-Sep-2025 04:16 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
