Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Orissa Mining Corporation,2025_OMC_112701_1,NIT No.08/OMC/CIVIL/2025,Modification of existing Academic building for fulfillment of functional requirement of OMAV at Jeypore in the district of Koraput.,R K PANDA,Internal,S PADHI BANITA PATRA P K MISHRA,Sidharth Pattnaik,03-Sep-2025 10:47 AM,finsummary_537216.pdf (475.88 KB),Technical,06 (Six) bids have been received subjected to evaluation by committee,MINAKETAN DAS,08-May-2025 01:40 PM,,03-Sep-2025,"INR 5,596,140.11",180.0,Sidharth Pattnaik,03-Sep-2025 11:08 AM,2025_OMC_112701_1.pdf (971.00 KB),Modification of existing Academic building for fulfillment of functional requirement of OMAV at Jeypore in the district of Koraput.,Finance,Financial bid of 06 (Six) qualified bidders had been open,MINAKETAN DAS,15-May-2025 05:08 PM,,BOQ Comparative Chart,1.0,2906697.0,PRAVAT KUMAR BISWAL,INR,"5,596,140.11",R K PANDA,Internal,S PADHI A K PADHI P K MISHRA,Satyajit Jena,15-May-2025 04:52 PM,15-May-2025 05:00 PM,techsummary_537216.pdf (773.71 KB),1,2905967,ANIRUDHA MOHAPATRA,05-May-2025 01:03 PM,Rejected-Finance,NOT BEING L1,03-Sep-2025 10:47 AM,AOC,22-Apr-2025 05:00 PM,07-May-2025 11:00 AM,22-Apr-2025 05:00 PM,06-May-2025 05:00 PM,NA ,NA ,22-Apr-2025 05:00 PM,06-May-2025 05:00 PM,15-May-2025 05:00 PM,Modification of existing Academic building for fulfillment of functional requirement of OMAV at Jeypore in the district of Koraput.,Modification of existing Academic building for fulfillment of functional requirement of OMAV at Jeypore in the district of Koraput.,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements.  ",NA ,"65,83,000",Civil Works - Others,NA ,Tender,180.0,180.0,JEYPORE,764001.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"GM(C), OMC Ltd.","Office of the GM(C), OMC Ltd., Bhubaneswar","11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requ",Orissa Mining Corporation,NIT No.08/OMC/CIVIL/2025,2025_OMC_112701_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"65,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2906973,CHITTA RANJAN SARKAR,06-May-2025 10:11 AM,Rejected-Finance,NOT BEING L1,03-Sep-2025 10:47 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2906028,PARTHA SARATHI DASH,06-May-2025 01:24 PM,Rejected-Finance,NOT BEING L1,03-Sep-2025 10:47 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2906697,PRAVAT KUMAR BISWAL,05-May-2025 09:29 PM,Accepted-AOC,L1,03-Sep-2025 11:09 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2906840,SRI SADHU NIMIKA,05-May-2025 09:24 PM,Rejected-Finance,NOT BEING L1,03-Sep-2025 10:47 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2902746,SUSANTA BEHERA,30-Apr-2025 09:15 PM,Rejected-Finance,NOT BEING L1,03-Sep-2025 10:47 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
