Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
Finance,DOWNLOADED FOR FINAL SCRUTINY,Kuldeep Kumar,03-Jul-2025 10:52 AM,finance_541317.pdf,BOQ Comparative Chart,1,2970629,AJIT KUMAR SENAPATI,18-Jun-2025 09:43 AM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,1.0,2968357.0,GUNTAMUKALA GOWRI SANKAR RAO,INR,"1,440,848",Municipal Bodies||Rayagada Municipality,2025_ORULB_113894_14,RGDA-MUN-01/2025-26,"Repair and Renovation of Bituminous road from Naik Gym junction towards Sai Rama Parlour in ward no-14, under Rayagada Municipality.",11-Sep-2025,"INR 1,440,848",30.0,Bulu Sethy,11-Sep-2025 07:50 PM,14.pdf (1626.00 KB),"Chairperson, Rayagada Muncipality",Internal,,Bulu Sethy,11-Sep-2025 07:39 PM,techsummary_541317.pdf (521.78 KB),"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,11-Sep-2025 07:47 PM,finsummary_541317.pdf (521.78 KB),AOC,1.0,ICICI BANK,"Repair and Renovation of Bituminous road from Naik Gym junction towards Sai Rama Parlour in ward no-14, under Rayagada Municipality.","Repair and Renovation of Bituminous road from Naik Gym junction towards Sai Rama Parlour in ward no-14, under Rayagada Municipality.",Please refer Tender documents. ,NA ,"16,94,915",Civil Works - Others,NA ,Rate Contract,90.0,30.0,RAYAGADA,765001.0,NA ,NA ,NA ,RAYAGADA MUNICIPALITY,No ,No,"16,949",Yes,fixed,,Nil,Nil,Municipal Bodies||Rayagada Municipality,RGDA-MUN-01/2025-26,2025_ORULB_113894_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE EMD PAPER COST GST ETC,30-May-2025 11:30 AM,19-Jun-2025 11:30 AM,30-May-2025 11:30 AM,18-Jun-2025 05:30 PM,NA ,NA ,30-May-2025 11:30 AM,18-Jun-2025 05:30 PM,EXECUTIVE OFFICER,RAYAGADA MUNICIPALITY,AOC
,,,,,,2,2971063,BHAVANI PRASAD PATTANAIK,17-Jun-2025 04:55 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,3,2968868,DAMBARUDHAR MAJHI,16-Jun-2025 01:28 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2972024,DURJADHANA MAJHI,18-Jun-2025 01:54 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2966145,GITANJALI BEHERA,13-Jun-2025 07:40 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2968357,GUNTAMUKALA GOWRI SANKAR RAO,16-Jun-2025 01:09 PM,Accepted-AOC,Qualified,11-Sep-2025 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2972051,JALANDHAR BACHELI,18-Jun-2025 01:19 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2972428,KARUNAKAR NAIK,18-Jun-2025 05:15 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2971107,NANDA KISHOR PRASAD CHOURASIA,18-Jun-2025 08:07 AM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2971440,PRASANTI PALAKIA,17-Jun-2025 10:40 PM,Rejected-Finance,Not qualified in lottery system,11-Sep-2025 07:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
