Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 04:03 PM,techsummary_542379.pdf (4202.04 KB),16-Aug-2025,"INR 302,879.79",150.0,Sisira Kumar Das,04-Sep-2025 12:18 PM,23.pdf (5562.00 KB),The work has been awarded to Rita Mallik,1,2967400,AMINA CHARAN NAYAK,15-Jun-2025 01:09 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,Finance,Document of all the bidders downloaded,Sisira Kumar Das,20-Jun-2025 12:42 PM,,BOQ Comparative Chart,1.0,2966721.0,RITA MALLIK,INR,"302,879.79",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2025_JIRR_114251_23,JKID-02 OF 2025-26,"23-Bed clearance to Disty No. 12A, Kantigadia Sub-Minor and Gopalpur Mahara of HLC Range-I for 2025-26","Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,09-Jul-2025 04:23 PM,finsummary_542379.pdf (4202.04 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, RC, No Relation Certificate, Affidavit regarding authenticity","23-Bed clearance to Disty No. 12A, Kantigadia Sub-Minor and Gopalpur Mahara of HLC Range-I for 2025-26","Bed clearance to Disty No. 12A, Kantigadia Sub-Minor and Gopalpur Mahara of HLC Range-I for 2025-26 (Bed clearance)",Please refer Tender documents. ,NA ,"3,56,287",Civil Works - Others,NA ,Tender,90.0,150.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-02 OF 2025-26,2025_JIRR_114251_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, Jaraka Irrigation Division, Jaraka","Superintending Engineer, Jaraka Irrigation Division","3,600",Yes,fixed,,Nil,Nil,"2,000",Nil,Nil,No,09-Jun-2025 11:00 AM,19-Jun-2025 11:00 AM,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM ,13-Jun-2025 05:00 PM ,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,2971852,ANIL KUMAR MOHANTY,18-Jun-2025 03:23 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,2966212,ANITA MOHANTY,13-Jun-2025 11:05 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2971018,GOPABANDHU SAHOO,17-Jun-2025 04:26 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2966329,HALADHAR NAYAK,13-Jun-2025 10:39 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2972318,JYOTI MOHAN MOHANTY,18-Jun-2025 04:05 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2972364,KALANDI CHARAN SETHY,18-Jun-2025 04:35 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2966049,KISHORE KUMAR MOHANTY,18-Jun-2025 02:31 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2971680,MAHESWAR ROUT,18-Jun-2025 11:08 AM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2971919,Manoranjan Senapati,18-Jun-2025 01:03 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2966721,RITA MALLIK,17-Jun-2025 09:40 PM,Accepted-AOC,The work has been awarded to Rita Mallik,04-Sep-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,2971730,SAMARENDRA JENA,18-Jun-2025 02:57 PM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,2971642,SHRAMISTHA SWAIN,18-Jun-2025 11:13 AM,Rejected-Finance,Other than L1,09-Jul-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
