Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",CE RW I||RWCIRCLE-KEONJHAR,NCB-37/RWCKJR/2024-25,2025_CERWI_111317_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,18,464",Yes,percentage,1.0%,Nil,Nil,1.0,Change of Tender Title and Date,Date,,Construction of Sirispal to Jamudiha Via-Atibudhipada road under MMSY-CMRL for the year 2024-25 in the District of Keonjhar.,Construction of road from Hanuman Chhak to Dimirimunda via-Randua Sahi under MMSY-TRIP for the year 2024-25 in the District of Keonjhar.,Please refer Tender documents. ,NA ,"4,18,46,435",Civil Works - Roads,NA ,Tender,90.0,270.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,1.0,ICICI BANK,04-Mar-2025 03:00 PM,20-Mar-2025 11:00 AM,04-Mar-2025 03:00 PM,19-Mar-2025 05:00 PM,04-Mar-2025 03:00 PM ,18-Mar-2025 05:00 PM ,04-Mar-2025 03:00 PM,19-Mar-2025 05:00 PM,17-Apr-2025 05:00 PM,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",AOC,1,2854826,Arupananda Dhal,17-Mar-2025 01:03 PM,Accepted-AOC,L1,06-Sep-2025 11:56 AM,23-Jun-2025,"INR 35,573,653.95",270.0,Puspanjali Bangsingh,06-Sep-2025 11:55 AM,AGTHANUMANCHHAK.pdf (613.00 KB),Award of Contract.,Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Sarat Kumar Rout,11-Apr-2025 01:16 PM,17-Apr-2025 05:00 PM,techsummary_532219.pdf (656.47 KB),Finance,COVER-II,Monalisa Behera,21-Apr-2025 02:08 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-KEONJHAR,2025_CERWI_111317_7,NCB-37/RWCKJR/2024-25,Construction of Sirispal to Jamudiha Via-Atibudhipada road under MMSY-CMRL for the year 2024-25 in the District of Keonjhar.,Technical,Total 6 Nos. bidder participated.,Monalisa Behera,20-Mar-2025 07:44 PM,technical_532219.pdf,Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Monalisa Behera,08-May-2025 11:51 AM,finsummary_532219.pdf (343.95 KB),1.0,2854826.0,Arupananda Dhal,INR,"35,573,653.95",AOC
,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,2,2859305,Bhagabat Prasad Sahu,17-Mar-2025 04:00 PM,Rejected-Finance,L3,08-May-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2858024,RANJAN KUMAR SWAIN,17-Mar-2025 11:21 AM,Rejected-Technical,Hot Mix Plant 60 Km. distance affidavit not furnished.,11-Apr-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2858326,SACHIDANANDA KHILAR,17-Mar-2025 04:16 PM,Rejected-Technical,EMD not furnished.,11-Apr-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2862371,SAILENDRA NARAYAN SWAIN,19-Mar-2025 04:35 PM,Rejected-AOC,L2,06-Sep-2025 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2857898,SRI SANJIT DUTTA,17-Mar-2025 01:00 PM,Rejected-Finance,L4,08-May-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
