Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper cost and Other Documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/23/2025,2025_RMC_114235_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,030",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Construction of paver road and drain from A 98 to KN 13 and Chakara Bisoyi park, Koelnagar in Ward No. 34",Works,Please refer Tender documents. ,NA ,"15,03,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"6,000",Nil,Nil,No,05-Jun-2025 06:00 PM,17-Jun-2025 11:00 AM,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,NA ,NA ,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,02-Sep-2025 04:42 PM,techsummary_542272.pdf (3039.05 KB),1,2967799,ANIL BEHERA (S.C),15-Jun-2025 08:21 PM,Accepted-AOC,By The Tender Committee,03-Sep-2025 04:06 PM,Finance,EMD refund,Birendra Nanda,02-Sep-2025 03:55 PM,finance_542272.pdf,BOQ Comparative Chart,1.0,2967799.0,ANIL BEHERA (S.C),INR,"1,277,367.37",03-Sep-2025,"INR 1,277,367.37",45.0,Manas Biswal,03-Sep-2025 04:06 PM,BID23.pdf (3039.00 KB),Warded to Anil Behera,Rourkela Municipal Corporation,2025_RMC_114235_5,MC/RMC/23/2025,"Construction of paver road and drain from A 98 to KN 13 and Chakara Bisoyi park, Koelnagar in Ward No. 34",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,03-Sep-2025 03:39 PM,finsummary_542272.pdf (3039.05 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2969094,ANITA SETHI,16-Jun-2025 02:16 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2963511,ARADHYA CONSTRUCTION,12-Jun-2025 12:33 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2965387,ARATI TRIPATHY,13-Jun-2025 12:21 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2969232,BALARAM SAHOO,16-Jun-2025 02:50 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2966840,BRAJA MOHAN BEURA,14-Jun-2025 06:04 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2961744,GOURI ROUT,11-Jun-2025 03:41 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2965364,GYANA RANJAN DAS,13-Jun-2025 12:10 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2961446,PRAVAT CHARAN BHOL,11-Jun-2025 01:36 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2968870,RATIKANTA SETHI,16-Jun-2025 01:30 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,2969063,SHREE JAGANNATH CONSTRUCTIONS,16-Jun-2025 02:06 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
