Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online payment receipt of Paper cost, Bid Security, GSTIN, PAN, Registration Certificates",SERandBDivisionBhadrak,O/O SE Rand B DivisionBhadrak,"10,000",0.0,Nil,Nil,No,"81,617",Yes,fixed,,Nil,Nil,"Devlopment of sports complex at Integrated Infrastructure complex (IIC) Dhamnagar, Bhadrak.","Devlopment of sports complex at Integrated Infrastructure complex (IIC) Dhamnagar, Bhadrak.",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,O/O SE Rand B DivisionBhadrak,No ,No,06-Jun-2025 06:30 PM,18-Jun-2025 11:30 AM,06-Jun-2025 06:30 PM,17-Jun-2025 05:00 PM,NA ,NA ,06-Jun-2025 06:30 PM,17-Jun-2025 05:00 PM,15-Jul-2025 12:30 PM,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,SE RandB BDK-3/2025-26-1,2025_EICCL_114281_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,2025_EICCL_114281_1,SE RandB BDK-3/2025-26-1,"Devlopment of sports complex at Integrated Infrastructure complex (IIC) Dhamnagar, Bhadrak.",Technical,Technically Submitted,Debi Prasanna Ghose,15-Jul-2025 12:06 PM,technical_542457.pdf,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Sushree Sangita Nayak,04-Sep-2025 11:51 AM,finsummary_542457.pdf (124.41 KB),1.0,2970079.0,JITENDRA NARAYAN JENA,INR,"6,938,256.07",1.0,2970079.0,JITENDRA NARAYAN JENA,17-Jun-2025 02:16 PM,Accepted-AOC,Winner of the transparent lottery system.,04-Sep-2025 11:57 AM,04-Sep-2025,"INR 6,938,256.07",30.0,Sushree Sangita Nayak,04-Sep-2025 11:56 AM,415.pdf (124.00 KB),Winner of the transparent lottery system.,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,15-Jul-2025 12:11 PM,15-Jul-2025 12:30 PM,techsummary_542457.pdf (188.92 KB),Finance,Technically Submitted,Sushree Sangita Nayak,04-Sep-2025 11:44 AM,finance_542457.pdf,BOQ Comparative Chart,AOC
,,.pdf,"No relation Certificates, work experience, and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2.0,2968222.0,M VENKET RAO,16-Jun-2025 11:17 AM,Rejected-Technical,Technically DisQualified,15-Jul-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Machineries as per DTCN, affidavit for Schedule F, information as per Schedule E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,2969270.0,SANTOSH KUMAR SAHOO,17-Jun-2025 01:59 PM,Rejected-Finance,Looser of the transparent lottery system.,04-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
